08/20/2024 09:11:32Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1,84832  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	0,00000  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-10538,85923  	-4129,67639  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
2,84824  	22,87334  	21,84382  	21,58605  	22,98067  	-1,18515  	0,00000  	0,30518  	0,35285  	0,10068  	-0,01626  	1,07076  	0,04520  	-1,27790  	104,13929  	90,07173  	651,65558  	-7449,62531  	-Inf  	-Inf  	0,00396  	0,00650  	0,00564  	0,00000  	0,00874  	-0,00000  	0,00413  
3,84896  	22,87248  	21,84201  	21,58508  	22,97971  	-1,18516  	0,00000  	0,30501  	0,35395  	0,10079  	-0,01682  	1,07088  	0,04521  	-1,27374  	104,46575  	90,01962  	652,33524  	-7449,43814  	-Inf  	-Inf  	0,00396  	0,00650  	0,00564  	0,00000  	0,00874  	-0,00000  	0,00413  
4,85075  	22,87288  	21,84328  	21,58567  	22,98044  	-1,18515  	0,00000  	0,30457  	0,35384  	0,10161  	-0,01702  	1,06982  	0,04572  	-1,27712  	104,43129  	89,88936  	657,65061  	-7449,52876  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
5,85141  	22,87366  	21,84342  	21,58489  	22,98042  	-1,18518  	0,00000  	0,30485  	0,35420  	0,10133  	-0,01820  	1,07074  	0,04525  	-1,28173  	104,53786  	89,97378  	655,89675  	-7449,64008  	-Inf  	-Inf  	0,00396  	0,00650  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
6,85269  	22,87439  	21,84374  	21,58481  	22,98087  	-1,18515  	0,00000  	0,30473  	0,35347  	0,10120  	-0,01777  	1,07031  	0,04507  	-1,28367  	104,32369  	89,93663  	655,01010  	-7449,47491  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
7,85477  	22,87504  	21,84422  	21,58600  	22,98089  	-1,18514  	0,00000  	0,30462  	0,35382  	0,10170  	-0,01731  	1,07040  	0,04503  	-1,28015  	104,42515  	89,90642  	658,25117  	-7449,60352  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
8,85657  	22,87568  	21,84316  	21,58548  	22,98175  	-1,18515  	0,00000  	0,30459  	0,35441  	0,10145  	-0,01763  	1,07103  	0,04501  	-1,27749  	104,60146  	89,89488  	656,68113  	-7449,52806  	-Inf  	-Inf  	0,00396  	0,00650  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
9,85782  	22,87629  	21,84294  	21,58580  	22,98241  	-1,18516  	0,00000  	0,30431  	0,35393  	0,10102  	-0,01681  	1,07013  	0,04485  	-1,27479  	104,45797  	89,81449  	653,92442  	-7449,54338  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
10,85975  	22,87697  	21,84346  	21,58565  	22,98236  	-1,18515  	0,00000  	0,30530  	0,35492  	0,10048  	-0,01763  	1,07185  	0,04429  	-1,27813  	104,75121  	90,10545  	650,38920  	-7449,56544  	-Inf  	-Inf  	0,00396  	0,00650  	0,00565  	0,00000  	0,00874  	-0,00000  	0,00413  
11,86013  	22,87829  	21,84400  	21,58623  	22,98200  	-1,18517  	0,00000  	0,30427  	0,35389  	0,10091  	-0,01676  	1,07024  	0,04378  	-1,27793  	104,44559  	89,80052  	653,20837  	-7449,78152  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
12,86221  	22,87768  	21,84363  	21,58607  	22,98265  	-1,18515  	0,00000  	0,30400  	0,35379  	0,10086  	-0,01715  	1,07106  	0,04429  	-1,27689  	104,41636  	89,72350  	652,87495  	-7449,60191  	-Inf  	-Inf  	0,00396  	0,00650  	0,00564  	0,00000  	0,00872  	-0,00000  	0,00413  
13,86501  	22,87779  	21,84390  	21,58557  	22,98199  	-1,18516  	0,00000  	0,30477  	0,35393  	0,10053  	-0,01805  	1,07097  	0,04382  	-1,28068  	104,45878  	89,95093  	650,71105  	-7449,66326  	-Inf  	-Inf  	0,00396  	0,00650  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
14,86537  	22,87790  	21,84330  	21,58621  	22,98288  	-1,18516  	0,00000  	0,30422  	0,35387  	0,10062  	-0,01734  	1,06852  	0,04419  	-1,27458  	104,44159  	89,78652  	651,29340  	-7449,66006  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00872  	-0,00000  	0,00413  
15,86616  	22,87830  	21,84458  	21,58611  	22,98350  	-1,18515  	0,00000  	0,30435  	0,35436  	0,10103  	-0,01790  	1,07014  	0,04446  	-1,28135  	104,58424  	89,82599  	653,99121  	-7449,67928  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
16,86767  	22,87792  	21,84373  	21,58661  	22,98418  	-1,18517  	0,00000  	0,30406  	0,35345  	0,10056  	-0,01787  	1,07052  	0,04470  	-1,27470  	104,31638  	89,74035  	650,93322  	-7449,77389  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00872  	-0,00000  	0,00413  
17,86862  	22,87840  	21,84417  	21,58743  	22,98447  	-1,18518  	0,00000  	0,30435  	0,35385  	0,10099  	-0,01796  	1,06974  	0,04481  	-1,27286  	104,43573  	89,82654  	653,70654  	-7449,92318  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
18,86920  	22,87971  	21,84395  	21,58654  	22,98423  	-1,18516  	0,00000  	0,30492  	0,35442  	0,10102  	-0,01807  	1,07067  	0,04417  	-1,27614  	104,60439  	89,99256  	653,95247  	-7449,71349  	-Inf  	-Inf  	0,00396  	0,00650  	0,00564  	0,00000  	0,00874  	-0,00000  	0,00413  
19,87025  	22,87928  	21,84492  	21,58601  	22,98411  	-1,18515  	0,00000  	0,30504  	0,35420  	0,10111  	-0,01687  	1,07004  	0,04434  	-1,28356  	104,53907  	90,03004  	654,49214  	-7449,71289  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00874  	-0,00000  	0,00413  
20,87274  	22,87891  	21,84406  	21,58599  	22,98532  	-1,18517  	0,00000  	0,30495  	0,35449  	0,10117  	-0,01797  	1,07047  	0,04503  	-1,27943  	104,62347  	90,00340  	654,89049  	-7449,72789  	-Inf  	-Inf  	0,00396  	0,00649  	0,00565  	0,00000  	0,00874  	-0,00000  	0,00413  
21,87334  	22,87954  	21,84411  	21,58720  	22,98580  	-1,18518  	0,00000  	0,30424  	0,35311  	0,10063  	-0,01777  	1,06945  	0,04473  	-1,27369  	104,21669  	89,79434  	651,41765  	-7449,92247  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00872  	-0,00000  	0,00413  
22,87311  	22,87925  	21,84452  	21,58701  	22,98567  	-1,18517  	0,00000  	0,30507  	0,35346  	0,10035  	-0,01860  	1,07220  	0,04467  	-1,27668  	104,31940  	90,03941  	649,61647  	-7449,85736  	-Inf  	-Inf  	0,00396  	0,00650  	0,00564  	0,00000  	0,00874  	-0,00000  	0,00413  
23,87598  	22,87919  	21,84412  	21,58593  	22,98599  	-1,18515  	0,00000  	0,30418  	0,35318  	0,10142  	-0,01714  	1,06960  	0,04531  	-1,27998  	104,23682  	89,77601  	656,55361  	-7449,62694  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00872  	-0,00000  	0,00413  
24,87801  	22,87827  	21,84464  	21,58674  	22,98610  	-1,18515  	0,00000  	0,30487  	0,35413  	0,10092  	-0,01739  	1,07003  	0,04552  	-1,27857  	104,51889  	89,97876  	653,28762  	-7449,74330  	-Inf  	-Inf  	0,00396  	0,00649  	0,00564  	0,00000  	0,00873  	-0,00000  	0,00413  
