08/20/2024 09:28:45Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1,81988  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	0,00000  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-10538,85923  	-4129,67639  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
2,82128  	23,00826  	21,89506  	21,62303  	23,10959  	-1,18516  	0,00000  	0,18820  	0,23881  	0,10022  	-0,01741  	0,96706  	0,04248  	-1,34866  	70,48242  	55,54494  	650,70525  	-7457,67930  	-Inf  	-Inf  	0,00396  	0,00625  	0,00511  	0,00000  	0,00693  	-0,00000  	0,00413  
3,82228  	23,01013  	21,89375  	21,62295  	23,11025  	-1,18516  	0,00000  	0,18681  	0,23774  	0,10124  	-0,01772  	0,96783  	0,04240  	-1,34254  	70,16715  	55,13551  	657,40002  	-7457,52409  	-Inf  	-Inf  	0,00396  	0,00626  	0,00510  	0,00000  	0,00691  	-0,00000  	0,00413  
4,82399  	23,01022  	21,89376  	21,62380  	23,10955  	-1,18515  	0,00000  	0,18801  	0,23881  	0,10180  	-0,01772  	0,96784  	0,04230  	-1,33837  	70,48095  	55,49039  	661,03857  	-7457,54398  	-Inf  	-Inf  	0,00396  	0,00626  	0,00511  	0,00000  	0,00692  	-0,00000  	0,00413  
5,82405  	23,01045  	21,89533  	21,62315  	23,11109  	-1,18516  	0,00000  	0,18651  	0,23798  	0,10046  	-0,01726  	0,96884  	0,04230  	-1,34935  	70,23726  	55,04672  	652,33683  	-7457,73613  	-Inf  	-Inf  	0,00396  	0,00626  	0,00510  	0,00000  	0,00690  	-0,00000  	0,00413  
6,82424  	23,01077  	21,89423  	21,62379  	23,10983  	-1,18515  	0,00000  	0,18743  	0,23791  	0,10018  	-0,01790  	0,96778  	0,04151  	-1,34073  	70,21660  	55,31650  	650,47395  	-7457,60504  	-Inf  	-Inf  	0,00396  	0,00626  	0,00510  	0,00000  	0,00692  	-0,00000  	0,00413  
7,82620  	23,01271  	21,89457  	21,62329  	23,11001  	-1,18515  	0,00000  	0,18678  	0,23744  	0,10005  	-0,01860  	0,96814  	0,04072  	-1,34490  	70,07910  	55,12570  	649,68408  	-7457,62127  	-Inf  	-Inf  	0,00396  	0,00626  	0,00510  	0,00000  	0,00691  	-0,00000  	0,00413  
8,82905  	23,01141  	21,89471  	21,62295  	23,11212  	-1,18516  	0,00000  	0,18760  	0,23718  	0,10085  	-0,01737  	0,96741  	0,04249  	-1,34731  	70,00171  	55,36839  	654,83954  	-7457,64166  	-Inf  	-Inf  	0,00396  	0,00626  	0,00510  	0,00000  	0,00692  	-0,00000  	0,00413  
9,83021  	23,01192  	21,89453  	21,62297  	23,11239  	-1,18516  	0,00000  	0,18776  	0,23835  	0,10054  	-0,01787  	0,96742  	0,04225  	-1,34632  	70,34541  	55,41646  	652,85846  	-7457,64508  	-Inf  	-Inf  	0,00396  	0,00626  	0,00511  	0,00000  	0,00692  	-0,00000  	0,00413  
10,83244  	23,01195  	21,89522  	21,62298  	23,11246  	-1,18515  	0,00000  	0,18681  	0,23773  	0,10039  	-0,01720  	0,96875  	0,04221  	-1,34964  	70,16258  	55,13490  	651,89416  	-7457,62672  	-Inf  	-Inf  	0,00396  	0,00626  	0,00510  	0,00000  	0,00691  	-0,00000  	0,00413  
