08/20/2024 09:13:17Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1,83241  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	0,00000  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-10538,85923  	-4129,67639  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
2,83392  	22,89207  	21,84734  	21,58820  	23,00001  	-1,18518  	0,00000  	0,30169  	0,35130  	0,10032  	-0,01746  	1,06121  	0,04530  	-1,28477  	103,68314  	89,04115  	649,63515  	-7450,32610  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00869  	-0,00000  	0,00413  
3,83600  	22,89333  	21,84867  	21,58909  	22,99913  	-1,18515  	0,00000  	0,30265  	0,35209  	0,09976  	-0,01709  	1,06078  	0,04415  	-1,28692  	103,91469  	89,32458  	645,98928  	-7450,31641  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00870  	-0,00000  	0,00413  
4,83607  	22,89283  	21,84896  	21,58958  	22,99886  	-1,18516  	0,00000  	0,30218  	0,35130  	0,10049  	-0,01761  	1,06097  	0,04457  	-1,28590  	103,68294  	89,18375  	650,71237  	-7450,45623  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00869  	-0,00000  	0,00413  
5,83650  	22,89339  	21,84857  	21,58951  	22,99939  	-1,18516  	0,00000  	0,30233  	0,35100  	0,10005  	-0,01730  	1,06092  	0,04436  	-1,28430  	103,59433  	89,22805  	647,87922  	-7450,41974  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00870  	-0,00000  	0,00413  
6,83777  	22,89386  	21,84829  	21,58933  	22,99981  	-1,18517  	0,00000  	0,30207  	0,35164  	0,10025  	-0,01809  	1,06049  	0,04443  	-1,28387  	103,78217  	89,15239  	649,15781  	-7450,41416  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00869  	-0,00000  	0,00413  
7,83728  	22,89292  	21,84857  	21,58915  	23,00112  	-1,18516  	0,00000  	0,30248  	0,35142  	0,10050  	-0,01824  	1,06134  	0,04549  	-1,28610  	103,71828  	89,27321  	650,80628  	-7450,39645  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00870  	-0,00000  	0,00413  
8,84052  	22,89422  	21,84861  	21,58947  	23,00123  	-1,18516  	0,00000  	0,30212  	0,35051  	0,10077  	-0,01739  	1,05956  	0,04511  	-1,28471  	103,44878  	89,16808  	652,57204  	-7450,42321  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00869  	-0,00000  	0,00413  
9,84207  	22,89468  	21,84869  	21,58997  	23,00098  	-1,18516  	0,00000  	0,30282  	0,35122  	0,10055  	-0,01737  	1,06200  	0,04471  	-1,28262  	103,65844  	89,37357  	651,13477  	-7450,43781  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00870  	-0,00000  	0,00413  
10,84129  	22,89559  	21,84837  	21,58958  	23,00073  	-1,18516  	0,00000  	0,30231  	0,35079  	0,10030  	-0,01675  	1,06186  	0,04411  	-1,28300  	103,53045  	89,22316  	649,53952  	-7450,41455  	-Inf  	-Inf  	0,00396  	0,00647  	0,00563  	0,00000  	0,00869  	-0,00000  	0,00413  
