08/20/2024 08:54:26Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1,82116  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	0,00000  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-10538,85923  	-4129,67639  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
2,82332  	22,62854  	21,78827  	21,55000  	22,73665  	-1,18516  	0,00000  	0,22311  	0,25717  	0,10085  	-0,01761  	1,00763  	0,04561  	-1,18129  	75,89978  	65,84973  	648,96814  	-7441,37110  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00747  	-0,00000  	0,00413  
3,82494  	22,62793  	21,78802  	21,54951  	22,73705  	-1,18517  	0,00000  	0,22319  	0,25666  	0,10096  	-0,01701  	1,00781  	0,04609  	-1,18243  	75,75004  	65,87154  	649,64772  	-7441,36245  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00747  	-0,00000  	0,00413  
4,82599  	22,62762  	21,78839  	21,54892  	22,73665  	-1,18516  	0,00000  	0,22339  	0,25758  	0,10106  	-0,01723  	1,00778  	0,04610  	-1,18717  	76,02227  	65,93056  	650,31548  	-7441,25142  	-Inf  	-Inf  	0,00396  	0,00635  	0,00520  	0,00000  	0,00747  	-0,00000  	0,00413  
5,82852  	22,62854  	21,78858  	21,54943  	22,73760  	-1,18516  	0,00000  	0,22311  	0,25769  	0,10101  	-0,01768  	1,00738  	0,04608  	-1,18563  	76,05361  	65,84868  	649,94845  	-7441,32334  	-Inf  	-Inf  	0,00396  	0,00635  	0,00520  	0,00000  	0,00747  	-0,00000  	0,00413  
6,82891  	22,62864  	21,78880  	21,54983  	22,73869  	-1,18516  	0,00000  	0,22304  	0,25685  	0,10099  	-0,01973  	1,00700  	0,04649  	-1,18472  	75,80495  	65,82812  	649,88176  	-7441,36832  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00747  	-0,00000  	0,00413  
7,83043  	22,62979  	21,78879  	21,55000  	22,73799  	-1,18515  	0,00000  	0,22324  	0,25701  	0,10086  	-0,01770  	1,00738  	0,04565  	-1,18387  	75,85280  	65,88783  	649,02158  	-7441,36680  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00747  	-0,00000  	0,00413  
8,83053  	22,62854  	21,78851  	21,54931  	22,73715  	-1,18517  	0,00000  	0,22291  	0,25632  	0,10088  	-0,01672  	1,00645  	0,04583  	-1,18587  	75,64970  	65,78795  	649,11165  	-7441,38519  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00746  	-0,00000  	0,00413  
9,83279  	22,62833  	21,78923  	21,54968  	22,73769  	-1,18516  	0,00000  	0,22389  	0,25784  	0,10136  	-0,01732  	1,00908  	0,04637  	-1,18762  	76,09877  	66,07779  	652,21707  	-7441,44702  	-Inf  	-Inf  	0,00396  	0,00635  	0,00520  	0,00000  	0,00748  	-0,00000  	0,00413  
10,83362  	22,62828  	21,78971  	21,55035  	22,73849  	-1,18516  	0,00000  	0,22311  	0,25674  	0,10105  	-0,01770  	1,00713  	0,04659  	-1,18663  	75,77296  	65,84944  	650,27019  	-7441,50831  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00747  	-0,00000  	0,00413  
11,83568  	22,62896  	21,78906  	21,54933  	22,73718  	-1,18517  	0,00000  	0,22334  	0,25718  	0,10111  	-0,01743  	1,00725  	0,04577  	-1,18854  	75,90320  	65,91729  	650,62416  	-7441,46572  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00747  	-0,00000  	0,00413  
12,83727  	22,62965  	21,78866  	21,54969  	22,73861  	-1,18515  	0,00000  	0,22290  	0,25662  	0,10106  	-0,01857  	1,00627  	0,04606  	-1,18471  	75,73839  	65,78708  	650,29338  	-7441,34118  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00746  	-0,00000  	0,00413  
13,83662  	22,62991  	21,78939  	21,54998  	22,73842  	-1,18514  	0,00000  	0,22305  	0,25725  	0,10135  	-0,01836  	1,00804  	0,04601  	-1,18690  	75,92580  	65,83083  	652,19653  	-7441,35999  	-Inf  	-Inf  	0,00396  	0,00635  	0,00519  	0,00000  	0,00747  	-0,00000  	0,00413  
