01/24/2025 12:10:31Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,02574  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,02740  	1327,82048  	-244,98909  	1327,82053  	25,82421  	0,04766  	-0,00404  	85706,53851  	-0,00064  	0,00374  	-0,03437  	-0,03631  	129520,71170  	8817957,59070  	-0,18859  	25295332,54600  	0,00539  	0,18819  	NaN  	NaN  	0,00406  	0,00400  	0,00396  	0,00392  	1327,62170  	0,00399  	0,00400  
4,02882  	1327,82048  	-244,98909  	199,15169  	25,82251  	0,04438  	-0,00141  	85706,53851  	0,00166  	0,00370  	-0,01267  	-0,01463  	21,76325  	2318664,53381  	0,49017  	25295332,54600  	0,00533  	68,24022  	Inf  	-Inf  	0,00406  	0,00401  	0,00396  	0,00397  	1327,62170  	0,00398  	0,00400  
5,02956  	1327,82048  	774,82947  	774,87229  	25,82471  	0,04777  	0,01633  	19876,03676  	0,00809  	0,17207  	0,13402  	0,13196  	63813146,74081  	240,62102  	2,38647  	5866191,40570  	0,24809  	0,03788  	NaN  	NaN  	0,00406  	0,00404  	0,00396  	0,00431  	307,88925  	0,00399  	0,00423  
6,03129  	304,42560  	1327,75450  	1327,82053  	25,91375  	0,04820  	0,06306  	50242,65403  	0,03068  	0,54203  	0,52041  	0,51807  	1334112252,61855  	0,02173  	9,05409  	14828561,08542  	1119,02266  	0,00378  	-Inf  	-Inf  	0,00405  	0,00414  	0,00396  	0,00521  	778,27644  	0,00399  	0,00472  
7,03219  	781,79322  	1327,75450  	1327,82053  	26,28935  	0,05533  	0,19010  	85706,53851  	0,15234  	0,67684  	1,57071  	1,56761  	4519085924,62193  	12,92553  	44,96057  	25295332,54600  	10,53629  	0,00434  	-Inf  	-Inf  	0,00406  	0,00471  	0,00396  	0,00765  	1327,62170  	0,00402  	0,00490  
8,03331  	296,77389  	1327,75450  	1327,82053  	26,44034  	0,04836  	0,28883  	85706,53851  	0,25854  	0,31943  	2,38696  	2,38327  	763128628,26977  	0,02021  	76,30404  	25295332,54600  	756,44485  	0,00379  	-Inf  	-Inf  	0,00405  	0,00520  	0,00396  	0,00955  	1327,62170  	0,00400  	0,00442  
9,03336  	788,88573  	293,92305  	1327,82053  	26,36774  	0,05668  	0,29596  	85706,53851  	0,25851  	0,22640  	2,44590  	2,44217  	66029805,53565  	220663,14755  	76,29715  	25295332,54600  	3,37780  	0,03683  	-Inf  	-Inf  	0,00406  	0,00520  	0,00396  	0,00968  	1327,62170  	0,00402  	0,00430  
10,03612  	1327,82048  	-244,98909  	1327,82053  	26,31668  	0,04446  	0,29713  	85706,53851  	0,27443  	0,22064  	2,45563  	2,45189  	7637497,19163  	8246004,59838  	80,99466  	25295332,54600  	0,31761  	0,17556  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00970  	1327,62170  	0,00398  	0,00429  
11,03683  	1327,82048  	792,19871  	290,58918  	26,30780  	0,04695  	0,29700  	18754,83157  	0,27348  	0,22293  	2,45457  	2,45083  	7714551,58733  	2776624,03676  	80,71485  	5535280,15120  	0,32091  	0,18540  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00970  	290,52148  	0,00399  	0,00429  
