10/08/2024 09:49:40Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1.75673  	0.00000  	0.00000  	0.00000  	0.00000  	-1.18512  	-0.20833  	-0.86278  	-2.50000  	-3.02442  	-1.25000  	-0.08628  	-0.00000  	-0.00000  	-737.84722  	-254.63905  	-9234.48090  	-3618.55272  	NaN  	NaN  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  
2.75786  	24.83442  	49.61769  	49.45220  	37.56205  	-1.18512  	0.01020  	0.15473  	0.13592  	-3.02442  	0.06148  	-0.08574  	-160.95766  	-0.82040  	40.11451  	45.66744  	-20683.34631  	-11398.78498  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00420  	0.00469  	0.00000  	0.00000  
3.75906  	24.83368  	49.61822  	49.45079  	37.56674  	-1.18512  	0.00920  	0.15417  	0.13590  	-3.02442  	0.06072  	-0.08564  	-161.02629  	-0.83001  	40.10948  	45.50261  	-20684.21516  	-11398.70315  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00418  	0.00469  	0.00000  	0.00000  
4.76014  	24.83307  	49.61790  	49.45116  	37.57185  	-1.18512  	0.01035  	0.15569  	0.13624  	-3.02442  	0.06180  	-0.08571  	-161.09866  	-0.82654  	40.20858  	45.95064  	-20685.20546  	-11398.70750  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00420  	0.00469  	0.00000  	0.00000  
5.76052  	24.83237  	49.61875  	49.45188  	37.57581  	-1.18512  	0.00901  	0.15473  	0.13743  	-3.02442  	0.06125  	-0.08564  	-161.15757  	-0.82725  	40.56000  	45.66811  	-20685.92418  	-11398.85407  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00417  	0.00469  	0.00000  	0.00000  
6.76008  	24.83186  	49.61898  	49.45348  	37.57999  	-1.18512  	0.01077  	0.15563  	0.13702  	-3.02442  	0.06137  	-0.08573  	-161.21687  	-0.82042  	40.44104  	45.93367  	-20686.73018  	-11399.02521  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00421  	0.00469  	0.00000  	0.00000  
7.76122  	24.82987  	49.61925  	49.45422  	37.58337  	-1.18512  	0.01045  	0.15549  	0.13614  	-3.02442  	0.06004  	-0.08567  	-161.28471  	-0.81809  	40.17885  	45.88971  	-20687.03727  	-11399.11869  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00420  	0.00469  	0.00000  	0.00000  
8.76108  	24.83026  	49.62010  	49.45478  	37.58732  	-1.18512  	0.01000  	0.15591  	0.13944  	-3.02442  	0.06065  	-0.08567  	-161.32979  	-0.81954  	41.15364  	46.01394  	-20687.99233  	-11399.24946  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00419  	0.00469  	0.00000  	0.00000  
9.76170  	24.82866  	49.62054  	49.45577  	37.59132  	-1.18512  	0.00975  	0.15591  	0.13812  	-3.02442  	0.06103  	-0.08569  	-161.40058  	-0.81682  	40.76596  	46.01491  	-20688.52195  	-11399.38352  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00419  	0.00469  	0.00000  	0.00000  
10.76225  	24.82868  	49.62141  	49.45653  	37.59573  	-1.18512  	0.00955  	0.15470  	0.13683  	-3.02442  	0.06165  	-0.08577  	-161.45605  	-0.81734  	40.38288  	45.65781  	-20689.49419  	-11399.53542  	Inf  	-Inf  	0.00422  	0.00002  	0.00420  	0.00418  	0.00469  	0.00000  	0.00000  
11.76272  	24.82737  	49.62254  	49.45699  	37.59962  	-1.18512  	0.00955  	0.15571  	0.13995  	-3.02442  	0.06187  	-0.08569  	-161.52190  	-0.82071  	41.30472  	45.95475  	-20690.06443  	-11399.68374  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00418  	0.00469  	0.00000  	0.00000  
12.76305  	24.82678  	49.62295  	49.45676  	37.60298  	-1.18512  	0.01079  	0.15586  	0.14003  	-3.02442  	0.06210  	-0.08568  	-161.57187  	-0.82388  	41.32862  	45.99947  	-20690.67156  	-11399.70110  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00421  	0.00469  	0.00000  	0.00000  
13.76308  	24.82592  	49.62288  	49.45711  	37.60611  	-1.18512  	0.01038  	0.15552  	0.13369  	-3.02442  	0.06189  	-0.08569  	-161.62225  	-0.82178  	39.45676  	45.90001  	-20691.17068  	-11399.72717  	Inf  	-Inf  	0.00421  	0.00003  	0.00420  	0.00420  	0.00469  	0.00000  	0.00000  
