01/23/2025 11:04:26Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,05139  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,05283  	-244,98909  	1327,75450  	-244,98909  	25,60495  	0,04523  	0,03850  	85706,53851  	0,07478  	0,07328  	0,31734  	0,31514  	527147,72300  	3270,21936  	22,07067  	25295332,54600  	12,34292  	0,17864  	-Inf  	-Inf  	0,00405  	0,00435  	0,00396  	0,00474  	1327,62170  	0,00398  	0,00410  
4,05265  	-244,98909  	198,83769  	883,97512  	25,60483  	0,04641  	0,05139  	12833,61487  	0,09895  	0,08137  	0,42391  	0,42164  	585561,83997  	1461,68480  	29,20402  	3787698,83259  	13,70660  	0,18325  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00499  	198,80021  	0,00399  	0,00411  
5,05395  	-244,98909  	-244,98909  	308,12140  	25,60244  	0,04767  	0,05143  	50004,09749  	0,09945  	0,08598  	0,42422  	0,42194  	97,31628  	1212,05317  	29,35020  	14758153,77439  	14,48184  	328,53506  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00499  	774,58114  	0,00399  	0,00411  
6,05488  	-244,98909  	775,72150  	775,76436  	25,60229  	0,04793  	0,05107  	85706,53851  	0,09886  	0,08537  	0,42126  	0,41899  	6629525,14576  	0,09443  	29,17631  	25295332,54600  	14,37955  	0,03781  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00498  	1327,62170  	0,00399  	0,00411  
7,05436  	-244,98909  	1327,75450  	305,03880  	25,60505  	0,04795  	0,05094  	19687,53252  	0,09898  	0,08484  	0,42015  	0,41788  	9175811,19044  	2254,32639  	29,21240  	5810556,47166  	14,29113  	0,03025  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00498  	304,96927  	0,00399  	0,00411  
8,05664  	-244,98909  	1327,75450  	-244,98909  	25,60775  	0,04462  	0,05125  	-15815,93170  	0,09937  	0,08514  	0,42272  	0,42045  	612478,41497  	3225,64108  	29,32797  	-4667896,50935  	14,34117  	0,17621  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00498  	-244,98909  	0,00398  	0,00411  
9,05695  	-244,98909  	1327,75450  	-244,98909  	25,60754  	0,04850  	0,05111  	50589,08524  	0,09927  	0,08508  	0,42154  	0,41927  	612062,03449  	3506,57396  	29,29960  	14930806,40769  	14,33140  	0,19156  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00498  	783,64276  	0,00400  	0,00411  
10,05969  	787,73665  	1327,75450  	-244,98909  	25,60462  	0,04873  	0,05140  	19045,65965  	0,09871  	0,08447  	0,42400  	0,42172  	1711498,41355  	283852,80619  	29,13195  	5621114,82628  	1,27457  	0,19247  	NaN  	NaN  	0,00406  	0,00446  	0,00395  	0,00499  	295,02648  	0,00400  	0,00411  
11,06277  	1327,82048  	1327,75450  	791,20012  	25,60192  	0,04826  	0,05102  	51068,50665  	0,09913  	0,08464  	0,42082  	0,41855  	234142610,27169  	3042873,93432  	29,25719  	15072302,30931  	0,12212  	0,00987  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00498  	791,06913  	0,00399  	0,00411  
12,06295  	287,01830  	1327,75450  	1327,82053  	25,60148  	0,04605  	0,05110  	85706,53851  	0,09844  	0,08503  	0,42152  	0,41925  	196430335,15397  	0,01744  	29,05315  	25295332,54600  	248,39982  	0,00361  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00498  	1327,62170  	0,00399  	0,00411  
13,06372  	800,19664  	282,61262  	282,63477  	25,59954  	0,05076  	0,05149  	18241,38637  	0,09957  	0,08497  	0,42475  	0,42248  	17119,64916  	4,63435  	29,38796  	5383742,50602  	1,19198  	4,73758  	NaN  	NaN  	0,00406  	0,00446  	0,00395  	0,00499  	282,56807  	0,00400  	0,00411  
14,06379  	1327,82048  	802,45940  	802,50338  	25,59859  	0,04825  	0,05110  	51798,11458  	0,09820  	0,08568  	0,42151  	0,41924  	39897083,21835  	249,34910  	28,98163  	15287637,98337  	0,12363  	0,03281  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00498  	802,37095  	0,00399  	0,00411  
15,06708  	1327,82048  	277,47740  	1327,82053  	25,59906  	0,04607  	0,05136  	85706,53851  	0,09883  	0,08585  	0,42361  	0,42134  	40026609,19044  	5686170,92566  	29,16819  	25295332,54600  	0,12387  	0,03130  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00499  	1327,62170  	0,00399  	0,00411  
16,06912  	274,57176  	-244,98909  	274,57177  	25,59938  	0,04724  	0,05087  	85706,53851  	0,09877  	0,08510  	0,41958  	0,41731  	88,64809  	128,18347  	29,14949  	25295332,54600  	320,81494  	218,23738  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00498  	1327,62170  	0,00399  	0,00411  
17,07086  	-244,98909  	-244,98909  	812,75755  	25,59784  	0,05535  	0,05110  	85706,53851  	0,09913  	0,08550  	0,42150  	0,41923  	6223,15195  	2691,93978  	29,25628  	25295332,54600  	14,39988  	5,04740  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00498  	1327,62170  	0,00402  	0,00411  
18,07133  	817,36372  	-244,98909  	1327,82053  	25,59760  	0,05077  	0,05141  	85706,53851  	0,09946  	0,08535  	0,42410  	0,42183  	1797344,10500  	380223,75072  	29,35547  	25295332,54600  	1,08518  	0,20046  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00499  	1327,62170  	0,00400  	0,00411  
19,07386  	1327,82048  	-244,98909  	1327,82053  	25,59732  	0,04590  	0,05130  	16875,68276  	0,09912  	0,08474  	0,42311  	0,42084  	2935041,17629  	8482506,68308  	29,25465  	4980670,25798  	0,12228  	0,18123  	NaN  	NaN  	0,00405  	0,00446  	0,00396  	0,00498  	261,41295  	0,00399  	0,00411  
20,07667  	1327,82048  	-244,98909  	1327,82053  	25,59546  	0,04979  	0,05129  	53237,18389  	0,09925  	0,08533  	0,42310  	0,42083  	2955170,58601  	9201595,31275  	29,29344  	15712363,30131  	0,12312  	0,19659  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00498  	824,66253  	0,00400  	0,00411  
21,07862  	1327,82048  	-244,98909  	253,65307  	25,59427  	0,04986  	0,05068  	16370,66151  	0,09949  	0,08580  	0,41803  	0,41576  	468,67713  	2920986,45757  	29,36332  	4831618,84759  	0,12380  	172,59014  	Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00497  	253,59003  	0,00400  	0,00411  
22,07812  	1327,82048  	833,85838  	-244,98909  	25,59591  	0,04867  	0,05109  	53824,95623  	0,09917  	0,08570  	0,42145  	0,41918  	39512,74367  	6169536,55925  	29,26833  	15885837,77577  	0,12365  	3,66896  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00498  	833,76728  	0,00400  	0,00411  
23,07808  	245,23727  	1327,75450  	837,59416  	25,59816  	0,04905  	0,05127  	15827,43564  	0,09924  	0,08528  	0,42293  	0,42066  	45660208,29866  	109,55770  	29,28878  	4671291,76765  	596,73829  	0,00914  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00498  	245,17531  	0,00400  	0,00411  
24,07950  	840,03251  	242,77842  	1327,82053  	25,59858  	0,04859  	0,05118  	-15815,93170  	0,10002  	0,08536  	0,42219  	0,41992  	21603398,60598  	302213,80252  	29,51908  	-4667896,50935  	0,95656  	0,03633  	-Inf  	-Inf  	0,00406  	0,00446  	0,00396  	0,00498  	-244,98909  	0,00400  	0,00411  
25,08051  	241,42091  	-244,98909  	1327,82053  	25,59740  	0,05043  	0,05085  	-15815,93170  	0,09934  	0,08611  	0,41944  	0,41717  	494282,69642  	357,52258  	29,32007  	-4667896,50935  	652,23349  	0,19911  	NaN  	NaN  	0,00406  	0,00446  	0,00396  	0,00498  	-244,98909  	0,00400  	0,00411  
