01/23/2025 11:13:00Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,04561  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,04633  	-244,98909  	-244,98909  	-244,98909  	25,83966  	0,04590  	0,16482  	85706,53851  	0,30503  	0,15624  	1,36168  	1,35873  	67054,67933  	0,00000  	90,02534  	25295332,54600  	26,38110  	0,88821  	Inf  	-Inf  	0,00406  	0,00542  	0,00396  	0,00716  	1327,62170  	0,00399  	0,00421  
4,04680  	883,77821  	-244,98909  	883,77825  	25,83954  	0,04758  	0,18648  	85706,53851  	0,34468  	0,16267  	1,54081  	1,53773  	90559,78336  	434310,93303  	101,72913  	25295332,54600  	1,44211  	2,36285  	NaN  	NaN  	0,00406  	0,00560  	0,00396  	0,00758  	1327,62170  	0,00399  	0,00422  
5,04702  	1327,82048  	773,70552  	1327,82053  	25,83970  	0,04748  	0,18689  	19948,58943  	0,34552  	0,16899  	1,54418  	1,54110  	443511029,13748  	3094694,96010  	101,97757  	5887604,51896  	0,24365  	0,01006  	-Inf  	-Inf  	0,00405  	0,00560  	0,00396  	0,00759  	309,01311  	0,00399  	0,00422  
6,04691  	307,97632  	1327,75450  	1327,82053  	25,84155  	0,04790  	0,18716  	-15815,93170  	0,34597  	0,16888  	1,54640  	1,54332  	421075307,52675  	0,02248  	102,10978  	-4667896,50935  	326,45789  	0,00375  	-Inf  	-Inf  	0,00406  	0,00561  	0,00396  	0,00759  	-244,98909  	0,00399  	0,00422  
7,04888  	777,55724  	1327,75450  	1327,82053  	25,84229  	0,05109  	0,18634  	50187,88140  	0,34482  	0,16881  	1,53959  	1,53651  	1121460260,17056  	11,45617  	101,77044  	14812395,55143  	2,70242  	0,00400  	-Inf  	-Inf  	0,00406  	0,00560  	0,00396  	0,00758  	777,42800  	0,00400  	0,00422  
8,05139  	303,05884  	1327,75450  	303,05886  	25,84187  	0,04779  	0,18714  	85706,53851  	0,34788  	0,16866  	1,54625  	1,54317  	18540177,93127  	329,06755  	102,67178  	25295332,54600  	357,87563  	0,03031  	-Inf  	-Inf  	0,00406  	0,00561  	0,00395  	0,00759  	1327,62170  	0,00399  	0,00422  
9,05152  	782,38282  	1327,75450  	782,38286  	25,84304  	0,05212  	0,18634  	19391,24116  	0,34629  	0,16919  	1,53959  	1,53651  	264805247,57352  	100698,29871  	102,20492  	5723109,36933  	2,63149  	0,01085  	-Inf  	-Inf  	0,00406  	0,00561  	0,00396  	0,00758  	300,37963  	0,00401  	0,00422  
10,05344  	1327,82048  	296,70932  	1327,82053  	25,84293  	0,04694  	0,18633  	-15815,93170  	0,34586  	0,16799  	1,53958  	1,53650  	84589560,58032  	5693523,61448  	102,07766  	-4667896,50935  	0,24219  	0,03027  	-Inf  	-Inf  	0,00406  	0,00561  	0,00396  	0,00758  	-244,98909  	0,00399  	0,00422  
11,05653  	1327,82048  	-244,98909  	1327,82053  	25,84353  	0,05051  	0,18712  	-15815,93170  	0,34612  	0,16837  	1,54610  	1,54302  	5830228,75995  	9345167,33581  	102,15481  	-4667896,50935  	0,24274  	0,19942  	NaN  	NaN  	0,00406  	0,00561  	0,00396  	0,00759  	-244,98909  	0,00400  	0,00422  
