01/23/2025 11:06:49Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,04206  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,04151  	-244,98909  	1327,75450  	1327,82053  	25,62087  	0,04488  	0,06660  	85706,53851  	0,12844  	0,09846  	0,54967  	0,54731  	235476091,23680  	0,13621  	37,90858  	25295332,54600  	16,58795  	0,00352  	-Inf  	-Inf  	0,00406  	0,00460  	0,00396  	0,00528  	1327,62170  	0,00398  	0,00413  
4,04362  	-244,98909  	1327,75450  	1327,82053  	25,62109  	0,04894  	0,08267  	85706,53851  	0,15651  	0,10599  	0,68251  	0,68005  	253481613,86883  	0,14854  	46,19190  	25295332,54600  	17,85637  	0,00384  	-Inf  	-Inf  	0,00406  	0,00473  	0,00396  	0,00559  	1327,62170  	0,00400  	0,00414  
5,04379  	772,85910  	309,94901  	1327,82053  	25,62210  	0,05209  	0,08233  	85706,53851  	0,15779  	0,11071  	0,67974  	0,67728  	33721303,12041  	172410,00854  	46,56925  	25295332,54600  	1,82553  	0,03243  	-Inf  	-Inf  	0,00406  	0,00473  	0,00395  	0,00558  	1327,62170  	0,00401  	0,00415  
6,04464  	307,14406  	-244,98909  	1327,82053  	25,62321  	0,04973  	0,08208  	19823,42497  	0,15685  	0,10950  	0,67761  	0,67516  	819846,16775  	549,07963  	46,29190  	5850663,62057  	215,89574  	0,19637  	NaN  	NaN  	0,00406  	0,00473  	0,00396  	0,00558  	307,07428  	0,00400  	0,00414  
7,04595  	-244,98909  	777,81335  	304,97515  	25,62334  	0,05202  	0,08229  	50207,18305  	0,15678  	0,10930  	0,67933  	0,67687  	786463,73276  	1130,29877  	46,27067  	14818092,22019  	18,41430  	0,20541  	-Inf  	-Inf  	0,00406  	0,00473  	0,00396  	0,00558  	777,72699  	0,00401  	0,00414  
8,04624  	-244,98909  	1327,75450  	-244,98909  	25,62262  	0,04993  	0,08218  	85706,53851  	0,15649  	0,10915  	0,67846  	0,67600  	785255,89461  	3608,67520  	46,18608  	25295332,54600  	18,38858  	0,19718  	-Inf  	-Inf  	0,00406  	0,00473  	0,00396  	0,00558  	1327,62170  	0,00400  	0,00414  
9,04802  	783,62837  	1327,75450  	-244,98909  	25,62383  	0,05081  	0,08205  	19310,84299  	0,15585  	0,10950  	0,67735  	0,67490  	2206600,02035  	285644,70198  	45,99809  	5699380,74380  	1,69274  	0,20069  	NaN  	NaN  	0,00406  	0,00472  	0,00395  	0,00558  	299,13424  	0,00400  	0,00414  
10,04750  	1327,82048  	1327,75450  	-244,98909  	25,62599  	0,05144  	0,08235  	50681,99652  	0,15649  	0,10938  	0,67986  	0,67740  	3786595,80224  	9507104,17880  	46,18740  	14958228,13874  	0,15781  	0,20316  	NaN  	NaN  	0,00406  	0,00473  	0,00395  	0,00558  	785,08198  	0,00400  	0,00414  
11,04723  	1327,82048  	295,17999  	787,62878  	25,62629  	0,04848  	0,08202  	85706,53851  	0,15578  	0,10931  	0,67710  	0,67465  	3785191,94063  	2805745,71408  	45,97745  	25295332,54600  	0,15771  	0,19145  	NaN  	NaN  	0,00406  	0,00472  	0,00396  	0,00557  	1327,62170  	0,00400  	0,00414  
12,04876  	1327,82048  	790,19872  	1327,82053  	25,62731  	0,04708  	0,08202  	85706,53851  	0,15565  	0,10894  	0,67712  	0,67466  	300522263,86968  	2974441,27900  	45,93811  	25295332,54600  	0,15717  	0,00965  	-Inf  	-Inf  	0,00406  	0,00472  	0,00395  	0,00557  	1327,62170  	0,00399  	0,00414  
13,04890  	1327,82048  	1327,75450  	1327,82053  	25,62817  	0,04332  	0,08230  	85706,53851  	0,15639  	0,10935  	0,67942  	0,67697  	1258370362,51548  	336,19048  	46,15761  	25295332,54600  	0,15776  	0,00340  	-Inf  	-Inf  	0,00406  	0,00473  	0,00396  	0,00558  	1327,62170  	0,00398  	0,00414  
14,04903  	1327,82048  	288,58106  	1327,82053  	25,62869  	0,05215  	0,08221  	85706,53851  	0,15652  	0,10913  	0,67868  	0,67622  	53205534,53343  	6368545,63618  	46,19560  	25295332,54600  	0,15745  	0,03438  	-Inf  	-Inf  	0,00406  	0,00473  	0,00396  	0,00558  	1327,62170  	0,00401  	0,00414  
15,04973  	1327,82048  	796,69414  	1327,82053  	25,62724  	0,04646  	0,08225  	18464,64650  	0,15574  	0,10910  	0,67901  	0,67656  	306881102,19621  	2899707,02547  	45,96428  	5449635,25285  	0,15741  	0,00939  	-Inf  	-Inf  	0,00406  	0,00472  	0,00396  	0,00558  	286,02643  	0,00399  	0,00414  
16,04969  	284,41861  	284,39640  	1327,82053  	25,62617  	0,04893  	0,08220  	-15815,93170  	0,15640  	0,10934  	0,67861  	0,67616  	10417566,81688  	286,61496  	46,16031  	-4667896,50935  	336,49653  	0,03262  	-Inf  	-Inf  	0,00406  	0,00473  	0,00395  	0,00558  	-244,98909  	0,00400  	0,00414  
17,04936  	799,88220  	-244,98909  	1327,82053  	25,62617  	0,04177  	0,08219  	-15815,93170  	0,15682  	0,10838  	0,67853  	0,67608  	2231712,25897  	270139,21693  	46,28318  	-4667896,50935  	1,52286  	0,16494  	NaN  	NaN  	0,00406  	0,00473  	0,00396  	0,00558  	-244,98909  	0,00397  	0,00414  
18,05189  	281,27299  	-244,98909  	281,27301  	25,62591  	0,04870  	0,08221  	-15815,93170  	0,15621  	0,10842  	0,67869  	0,67623  	115,95247  	140,39263  	46,10437  	-4667896,50935  	355,76589  	245,41797  	NaN  	NaN  	0,00406  	0,00472  	0,00396  	0,00558  	-244,98909  	0,00400  	0,00414  
19,05139  	-244,98909  	802,77269  	-244,98909  	25,62575  	0,05001  	0,08205  	51818,33795  	0,15660  	0,10895  	0,67737  	0,67491  	6934,85834  	2407,89557  	46,22011  	15293606,68733  	18,35557  	5,00571  	-Inf  	-Inf  	0,00406  	0,00473  	0,00396  	0,00558  	802,68422  	0,00400  	0,00414  
20,05372  	-244,98909  	1327,75450  	-244,98909  	25,62607  	0,05080  	0,08216  	85706,53851  	0,15674  	0,10959  	0,67831  	0,67585  	788415,71595  	3671,77410  	46,25953  	25295332,54600  	18,46300  	0,20064  	-Inf  	-Inf  	0,00406  	0,00473  	0,00396  	0,00558  	1327,62170  	0,00400  	0,00414  
21,05545  	809,41541  	1327,75450  	809,41544  	25,62633  	0,04850  	0,08242  	85706,53851  	0,15633  	0,10907  	0,68047  	0,67801  	191748249,37526  	112037,69876  	46,13945  	25295332,54600  	1,45060  	0,00956  	-Inf  	-Inf  	0,00405  	0,00473  	0,00396  	0,00558  	1327,62170  	0,00400  	0,00414  
22,05773  	269,34943  	1327,75450  	1327,82053  	25,62766  	0,04749  	0,08206  	85706,53851  	0,15693  	0,10976  	0,67749  	0,67503  	236416778,37451  	0,01586  	46,31636  	25295332,54600  	461,23910  	0,00372  	-Inf  	-Inf  	0,00406  	0,00473  	0,00395  	0,00558  	1327,62170  	0,00399  	0,00415  
