83.75176  	25.13443  	39.80936  	39.74193  	32.63224  	-1.18512  	0.00985  	0.15403  	0.13704  	-3.02442  	0.06385  	-0.08566  	-94.83691  	-0.33426  	40.44611  	45.45899  	-19672.02651  	-9615.98440  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00419  	0.00468  	0.00000  	0.00000  
84.75199  	25.13400  	39.80802  	39.74067  	32.63554  	-1.18512  	0.00964  	0.15351  	0.13592  	-3.02442  	0.06389  	-0.08568  	-94.88414  	-0.33388  	40.11470  	45.30776  	-19672.64908  	-9615.75210  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00419  	0.00468  	0.00000  	0.00000  
85.75192  	25.13300  	39.80827  	39.73945  	32.63812  	-1.18512  	0.00940  	0.15537  	0.13448  	-3.02442  	0.06389  	-0.08567  	-94.92944  	-0.34118  	39.68883  	45.85533  	-19672.99167  	-9615.66474  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00418  	0.00469  	0.00000  	0.00000  
86.75231  	25.13120  	39.80646  	39.73886  	32.64065  	-1.18512  	0.00907  	0.15413  	0.13037  	-3.02442  	0.06406  	-0.08571  	-94.98400  	-0.33516  	38.47652  	45.48999  	-19673.14966  	-9615.44950  	Inf  	-Inf  	0.00421  	0.00003  	0.00421  	0.00417  	0.00469  	0.00000  	0.00000  
87.75206  	25.13040  	39.80573  	39.73667  	32.64297  	-1.18512  	0.01055  	0.15366  	0.13807  	-3.02442  	0.06367  	-0.08564  	-95.02351  	-0.34236  	40.75003  	45.35206  	-19673.47986  	-9615.18830  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00420  	0.00468  	0.00000  	0.00000  
88.75276  	25.12929  	39.80489  	39.73644  	32.64571  	-1.18512  	0.00954  	0.15509  	0.13876  	-3.02442  	0.06330  	-0.08571  	-95.07226  	-0.33938  	40.95212  	45.77326  	-19673.83218  	-9615.09162  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00418  	0.00469  	0.00000  	0.00000  
89.75513  	25.12776  	39.80445  	39.73587  	32.64771  	-1.18512  	0.01055  	0.15478  	0.13592  	-3.02442  	0.06280  	-0.08567  	-95.11685  	-0.33997  	40.11482  	45.68020  	-19673.93488  	-9615.00153  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00420  	0.00469  	0.00000  	0.00000  
90.75591  	25.12758  	39.80431  	39.73494  	32.65010  	-1.18512  	0.01055  	0.15373  	0.13611  	-3.02442  	0.06542  	-0.08571  	-95.14941  	-0.34390  	40.17128  	45.37307  	-19674.41278  	-9614.90513  	Inf  	-Inf  	0.00422  	0.00003  	0.00421  	0.00420  	0.00468  	0.00000  	0.00000  
91.75644  	25.12595  	39.80386  	39.73383  	32.65110  	-1.18512  	0.00960  	0.15472  	0.13856  	-3.02442  	0.06482  	-0.08563  	-95.18267  	-0.34717  	40.89412  	45.66345  	-19674.27728  	-9614.76588  	Inf  	-Inf  	0.00422  	0.00003  	0.00421  	0.00418  	0.00469  	0.00000  	0.00000  
92.75566  	25.12581  	39.80258  	39.73343  	32.65407  	-1.18512  	0.01116  	0.15306  	0.13663  	-3.02442  	0.06321  	-0.08567  	-95.22211  	-0.34282  	40.32453  	45.17268  	-19674.89059  	-9614.61413  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00421  	0.00468  	0.00000  	0.00000  
93.75603  	25.12433  	39.80184  	39.73282  	32.65589  	-1.18512  	0.01036  	0.15376  	0.13634  	-3.02442  	0.06519  	-0.08567  	-95.26376  	-0.34219  	40.23865  	45.37922  	-19674.96465  	-9614.49324  	Inf  	-Inf  	0.00422  	0.00003  	0.00421  	0.00420  	0.00468  	0.00000  	0.00000  
94.75598  	25.12317  	39.80159  	39.73262  	32.65765  	-1.18512  	0.01068  	0.15310  	0.13738  	-3.02442  	0.06678  	-0.08563  	-95.30070  	-0.34192  	40.54678  	45.18706  	-19675.09332  	-9614.45256  	Inf  	-Inf  	0.00422  	0.00003  	0.00421  	0.00421  	0.00468  	0.00000  	0.00000  
95.75748  	25.12318  	39.80237  	39.73263  	32.66030  	-1.18512  	0.01030  	0.15393  	0.13706  	-3.02442  	0.06367  	-0.08560  	-95.33416  	-0.34573  	40.45284  	45.42973  	-19675.67055  	-9614.52452  	Inf  	-Inf  	0.00422  	0.00003  	0.00420  	0.00420  	0.00468  	0.00000  	0.00000  
96.75814  	25.12257  	39.80039  	39.73150  	32.66246  	-1.18512  	0.01036  	0.15276  	0.13395  	-3.02442  	0.06521  	-0.08570  	-95.36921  	-0.34150  	39.53384  	45.08677  	-19676.00550  	-9614.24563  	Inf  	-Inf  	0.00421  	0.00003  	0.00421  	0.00420  	0.00468  	0.00000  	0.00000  
