10/07/2024 15:48:30Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1.75087  	0.00000  	0.00000  	0.00000  	0.00000  	-1.18512  	-0.20833  	-0.86278  	-2.50000  	-3.02442  	-1.25000  	-0.08628  	-0.00000  	-0.00000  	-737.84722  	-254.63905  	-9234.48090  	-3618.55272  	NaN  	NaN  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  
2.75207  	26.45838  	39.92583  	39.80610  	27.98413  	-1.18512  	0.04843  	1.37989  	1.41377  	-3.02442  	0.06467  	-0.08569  	-19.29852  	-0.59356  	417.25886  	407.26039  	-18956.03522  	-9632.18550  	Inf  	-Inf  	0.00626  	0.00003  	0.00421  	0.00493  	0.01033  	0.00000  	0.00000  
3.75432  	26.46756  	39.92799  	39.80748  	27.99163  	-1.18512  	0.04988  	1.37863  	1.41241  	-3.02442  	0.06438  	-0.08565  	-19.27731  	-0.59739  	416.85801  	406.88651  	-18959.60618  	-9632.50310  	Inf  	-Inf  	0.00626  	0.00003  	0.00421  	0.00496  	0.01033  	0.00000  	0.00000  
4.75540  	26.47624  	39.92845  	39.80747  	27.99949  	-1.18512  	0.05048  	1.32836  	1.35759  	-3.02442  	0.06435  	-0.08563  	-19.26700  	-0.59978  	400.67785  	392.05102  	-18963.14537  	-9632.54381  	Inf  	-Inf  	0.00617  	0.00003  	0.00421  	0.00497  	0.01010  	0.00000  	0.00000  
5.75514  	26.48432  	39.92931  	39.80894  	28.00620  	-1.18512  	0.04689  	0.68922  	0.69016  	-3.02442  	0.06531  	-0.08565  	-19.24974  	-0.59676  	203.69182  	203.41573  	-18966.31049  	-9632.75250  	Inf  	-Inf  	0.00510  	0.00003  	0.00421  	0.00490  	0.00715  	0.00000  	0.00000  
6.75513  	26.45397  	39.93041  	39.80970  	28.01124  	-1.18512  	0.03002  	0.34933  	0.33535  	-3.02442  	0.06478  	-0.08568  	-19.69728  	-0.59842  	98.97592  	103.10067  	-18960.89398  	-9632.91911  	Inf  	-Inf  	0.00454  	0.00003  	0.00421  	0.00458  	0.00558  	0.00000  	0.00000  
7.75486  	26.36257  	39.93055  	39.80976  	28.03752  	-1.18512  	0.01860  	0.20428  	0.18509  	-3.02442  	0.06503  	-0.08570  	-21.18569  	-0.59879  	54.62670  	60.28967  	-18946.95776  	-9632.93768  	Inf  	-Inf  	0.00430  	0.00003  	0.00421  	0.00436  	0.00492  	0.00000  	0.00000  
8.75561  	26.26447  	39.93214  	39.80916  	28.10783  	-1.18512  	0.01301  	0.14954  	0.13162  	-3.02442  	0.06556  	-0.08567  	-23.31596  	-0.60963  	38.84619  	44.13590  	-18941.01253  	-9633.02598  	Inf  	-Inf  	0.00421  	0.00003  	0.00421  	0.00425  	0.00466  	0.00000  	0.00000  
9.75538  	26.18921  	39.93286  	39.81132  	28.20162  	-1.18512  	0.00946  	0.14153  	0.12252  	-3.02442  	0.06632  	-0.08569  	-25.45409  	-0.60252  	36.16147  	41.77074  	-18944.97541  	-9633.28432  	Inf  	-Inf  	0.00420  	0.00003  	0.00421  	0.00418  	0.00463  	0.00000  	0.00000  
10.75525  	26.13081  	39.93288  	39.81638  	28.31887  	-1.18512  	0.00928  	0.12505  	0.10753  	-3.02442  	0.06538  	-0.08564  	-27.67589  	-0.57754  	31.73601  	36.90634  	-18957.57082  	-9633.73985  	Inf  	-Inf  	0.00417  	0.00003  	0.00421  	0.00418  	0.00455  	0.00000  	0.00000  
11.75671  	26.08778  	39.93445  	39.82373  	28.46270  	-1.18512  	0.00832  	0.09063  	0.07119  	-3.02442  	0.06310  	-0.08567  	-30.03926  	-0.54887  	21.01000  	26.74751  	-18979.14579  	-9634.54045  	Inf  	-Inf  	0.00411  	0.00003  	0.00420  	0.00416  	0.00439  	0.00000  	0.00000  
12.75595  	26.05461  	39.93556  	39.83391  	28.63133  	-1.18512  	0.00314  	0.06347  	0.04231  	-3.02442  	0.06468  	-0.08565  	-32.59187  	-0.50394  	12.48692  	18.73160  	-19008.15558  	-9635.55349  	Inf  	-Inf  	0.00407  	0.00003  	0.00421  	0.00406  	0.00427  	0.00000  	0.00000  
13.75637  	26.03077  	39.93623  	39.84172  	28.78885  	-1.18512  	-0.00219  	0.02524  	0.00264  	-3.02442  	0.06389  	-0.08568  	-34.88589  	-0.46856  	0.77850  	7.44919  	-19036.79892  	-9636.31367  	Inf  	-Inf  	0.00400  	0.00003  	0.00420  	0.00396  	0.00409  	0.00000  	0.00000  
14.75602  	26.01185  	39.93741  	39.84828  	28.93605  	-1.18512  	-0.00152  	0.01635  	-0.00585  	-3.02442  	0.06267  	-0.08567  	-36.98704  	-0.44182  	-1.72568  	4.82556  	-19064.29967  	-9637.00792  	Inf  	-Inf  	0.00399  	0.00003  	0.00420  	0.00397  	0.00405  	0.00000  	0.00000  
10/07/2024 16:02:54Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1.75481  	0.00000  	0.00000  	0.00000  	0.00000  	-1.18512  	-0.20833  	-0.86278  	-2.50000  	-3.02442  	-1.25000  	-0.08628  	-0.00000  	-0.00000  	-737.84722  	-254.63905  	-9234.48090  	-3618.55272  	NaN  	NaN  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  
2.75578  	24.97267  	39.93401  	39.86274  	32.90227  	-1.18512  	0.01028  	0.15182  	0.13287  	-3.02442  	0.06413  	-0.08568  	-100.29798  	-0.35330  	39.21561  	44.80719  	-19695.49694  	-9638.00064  	Inf  	-Inf  	0.00421  	0.00003  	0.00421  	0.00420  	0.00467  	0.00000  	0.00000  
3.75685  	24.97271  	39.93507  	39.86192  	32.90282  	-1.18512  	0.01057  	0.12387  	0.10845  	-3.02442  	0.06457  	-0.08564  	-100.30455  	-0.36264  	32.00815  	36.55815  	-19695.62642  	-9638.02177  	Inf  	-Inf  	0.00417  	0.00003  	0.00421  	0.00420  	0.00455  	0.00000  	0.00000  
4.75812  	24.97057  	39.93610  	39.86256  	32.90378  	-1.18512  	0.00778  	0.08900  	0.06956  	-3.02442  	0.06352  	-0.08561  	-100.34379  	-0.36454  	20.53117  	26.26794  	-19695.36792  	-9638.17183  	Inf  	-Inf  	0.00411  	0.00003  	0.00420  	0.00415  	0.00439  	0.00000  	0.00000  
5.75782  	24.96553  	39.93590  	39.86308  	32.90995  	-1.18512  	0.00328  	0.06335  	0.04443  	-3.02442  	0.06413  	-0.08566  	-100.48543  	-0.36101  	13.11172  	18.69830  	-19695.61425  	-9638.19953  	Inf  	-Inf  	0.00407  	0.00003  	0.00421  	0.00406  	0.00427  	0.00000  	0.00000  
6.75775  	24.95860  	39.93673  	39.86521  	32.92329  	-1.18512  	-0.00117  	0.02508  	0.00772  	-3.02442  	0.06385  	-0.08576  	-100.74181  	-0.35459  	2.27985  	7.40236  	-19697.00350  	-9638.46572  	Inf  	-Inf  	0.00401  	0.00002  	0.00420  	0.00398  	0.00409  	0.00000  	0.00000  
10/07/2024 16:12:17Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1.75553  	0.00000  	0.00000  	0.00000  	0.00000  	-1.18512  	-0.20833  	-0.86278  	-2.50000  	-3.02442  	-1.25000  	-0.08628  	-0.00000  	-0.00000  	-737.84722  	-254.63905  	-9234.48090  	-3618.55272  	NaN  	NaN  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  
2.75561  	27.30917  	39.92228  	39.81505  	29.00459  	-1.18512  	0.04515  	1.23068  	1.25658  	-3.02442  	0.06426  	-0.08568  	-21.44467  	-0.53158  	370.86422  	363.22219  	-19357.97188  	-9632.67005  	Inf  	-Inf  	0.00601  	0.00003  	0.00421  	0.00487  	0.00965  	0.00000  	0.00000  
3.75550  	27.31918  	39.92279  	39.81509  	29.01217  	-1.18512  	0.04609  	1.23001  	1.25449  	-3.02442  	0.06399  	-0.08568  	-21.41386  	-0.53390  	370.24774  	363.02521  	-19361.76431  	-9632.71938  	Inf  	-Inf  	0.00601  	0.00003  	0.00420  	0.00488  	0.00964  	0.00000  	0.00000  
4.75548  	27.32709  	39.92410  	39.81547  	29.02121  	-1.18512  	0.04570  	0.90961  	0.92004  	-3.02442  	0.06431  	-0.08564  	-21.42816  	-0.53854  	271.54024  	268.46187  	-19365.41756  	-9632.87048  	Inf  	-Inf  	0.00547  	0.00003  	0.00421  	0.00488  	0.00817  	0.00000  	0.00000  
5.75558  	27.31997  	39.92473  	39.81582  	29.02733  	-1.18512  	0.03538  	0.41371  	0.40140  	-3.02442  	0.06256  	-0.08566  	-21.59564  	-0.53988  	118.46974  	122.10243  	-19365.20133  	-9632.95875  	Inf  	-Inf  	0.00464  	0.00003  	0.00420  	0.00468  	0.00588  	0.00000  	0.00000  
6.75557  	27.26433  	39.92557  	39.81711  	29.03979  	-1.18512  	0.02126  	0.22537  	0.20975  	-3.02442  	0.06245  	-0.08566  	-22.45713  	-0.53769  	61.90603  	66.51693  	-19355.89353  	-9633.14954  	Inf  	-Inf  	0.00434  	0.00003  	0.00420  	0.00441  	0.00501  	0.00000  	0.00000  
7.75553  	27.17755  	39.92617  	39.81711  	29.08093  	-1.18512  	0.01373  	0.15435  	0.13667  	-3.02442  	0.06486  	-0.08570  	-24.07496  	-0.54068  	40.33518  	45.55497  	-19346.05622  	-9633.20367  	Inf  	-Inf  	0.00422  	0.00003  	0.00421  	0.00426  	0.00469  	0.00000  	0.00000  
8.75550  	27.09511  	39.92746  	39.81788  	29.15787  	-1.18512  	0.01024  	0.12309  	0.10572  	-3.02442  	0.06430  	-0.08569  	-26.09107  	-0.54319  	31.20130  	36.32962  	-19344.87053  	-9633.38834  	Inf  	-Inf  	0.00417  	0.00003  	0.00421  	0.00420  	0.00454  	0.00000  	0.00000  
9.75681  	27.03433  	39.92861  	39.82112  	29.25209  	-1.18512  	0.00813  	0.11672  	0.09421  	-3.02442  	0.06214  	-0.08563  	-28.05149  	-0.53287  	27.80497  	34.44902  	-19352.07844  	-9633.78215  	Inf  	-Inf  	0.00415  	0.00003  	0.00420  	0.00416  	0.00451  	0.00000  	0.00000  
10.75768  	26.98835  	39.92938  	39.82758  	29.36556  	-1.18512  	0.00822  	0.10326  	0.08402  	-3.02442  	0.06513  	-0.08562  	-30.06832  	-0.50469  	24.79713  	30.47615  	-19366.62708  	-9634.43088  	Inf  	-Inf  	0.00413  	0.00003  	0.00421  	0.00416  	0.00445  	0.00000  	0.00000  
11.75874  	26.95229  	39.92945  	39.83498  	29.50104  	-1.18512  	0.00705  	0.06656  	0.04624  	-3.02442  	0.06583  	-0.08572  	-32.23800  	-0.46831  	13.64763  	19.64417  	-19388.06850  	-9635.10078  	Inf  	-Inf  	0.00407  	0.00003  	0.00421  	0.00414  	0.00428  	0.00000  	0.00000  
12.76004  	26.92296  	39.93097  	39.84466  	29.65671  	-1.18512  	-0.00248  	0.02612  	0.00448  	-3.02442  	0.06320  	-0.08569  	-34.57807  	-0.42791  	1.32078  	7.71010  	-19415.32447  	-9636.10561  	Inf  	-Inf  	0.00401  	0.00003  	0.00420  	0.00395  	0.00410  	0.00000  	0.00000  
10/07/2024 16:16:18Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1.75312  	0.00000  	0.00000  	0.00000  	0.00000  	-1.18512  	-0.20833  	-0.86278  	-2.50000  	-3.02442  	-1.25000  	-0.08628  	-0.00000  	-0.00000  	-737.84722  	-254.63905  	-9234.48090  	-3618.55272  	NaN  	NaN  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  
2.75290  	26.36586  	40.06058  	40.10014  	28.86044  	-1.18512  	-0.00228  	0.01683  	-0.00331  	-3.02442  	0.06412  	-0.08564  	-31.55270  	-0.19611  	-0.97666  	4.96758  	-19124.03176  	-9670.66252  	Inf  	-Inf  	0.00399  	0.00003  	0.00421  	0.00396  	0.00405  	0.00000  	0.00000  
3.75339  	26.36476  	40.05791  	40.09897  	28.85682  	-1.18512  	-0.00217  	0.01747  	-0.00611  	-3.02442  	0.06369  	-0.08561  	-31.52089  	-0.20352  	-1.80408  	5.15695  	-19123.01806  	-9670.31824  	Inf  	-Inf  	0.00399  	0.00003  	0.00420  	0.00396  	0.00406  	0.00000  	0.00000  
4.75412  	26.36285  	40.05597  	40.09804  	28.85039  	-1.18512  	-0.00210  	0.01637  	-0.00366  	-3.02442  	0.06441  	-0.08561  	-31.46364  	-0.20852  	-1.08068  	4.83068  	-19121.22911  	-9670.06057  	Inf  	-Inf  	0.00399  	0.00003  	0.00421  	0.00396  	0.00405  	0.00000  	0.00000  
5.75376  	26.36118  	40.05475  	40.09625  	28.84543  	-1.18512  	-0.00125  	0.01735  	-0.00331  	-3.02442  	0.06295  	-0.08566  	-31.42211  	-0.20576  	-0.97577  	5.12008  	-19119.80534  	-9669.79058  	Inf  	-Inf  	0.00399  	0.00003  	0.00420  	0.00398  	0.00406  	0.00000  	0.00000  
6.75398  	26.35982  	40.05343  	40.09448  	28.84010  	-1.18512  	-0.00175  	0.01583  	-0.00525  	-3.02442  	0.06398  	-0.08559  	-31.37192  	-0.20351  	-1.54986  	4.67213  	-19118.36899  	-9669.51355  	Inf  	-Inf  	0.00399  	0.00003  	0.00420  	0.00397  	0.00405  	0.00000  	0.00000  
7.75442  	26.35859  	40.05227  	40.09348  	28.83485  	-1.18512  	-0.00139  	0.01734  	-0.00011  	-3.02442  	0.06470  	-0.08566  	-31.32089  	-0.20427  	-0.03306  	5.11794  	-19116.97816  	-9669.31907  	Inf  	-Inf  	0.00400  	0.00003  	0.00421  	0.00397  	0.00406  	0.00000  	0.00000  
8.75390  	26.35520  	40.05109  	40.09175  	28.82892  	-1.18512  	-0.00268  	0.01766  	-0.00340  	-3.02442  	0.06486  	-0.08567  	-31.28890  	-0.20155  	-1.00457  	5.21348  	-19114.97848  	-9669.05749  	Inf  	-Inf  	0.00399  	0.00003  	0.00421  	0.00395  	0.00406  	0.00000  	0.00000  
9.75453  	26.35376  	40.05046  	40.09022  	28.82353  	-1.18512  	-0.00199  	0.01671  	-0.00330  	-3.02442  	0.06307  	-0.08565  	-31.23895  	-0.19711  	-0.97339  	4.93200  	-19113.51006  	-9668.86430  	Inf  	-Inf  	0.00399  	0.00003  	0.00420  	0.00396  	0.00405  	0.00000  	0.00000  
10.75502  	26.35285  	40.04834  	40.08995  	28.81867  	-1.18512  	-0.00134  	0.01710  	-0.00408  	-3.02442  	0.06311  	-0.08566  	-31.18886  	-0.20626  	-1.20555  	5.04688  	-19112.27238  	-9668.64928  	Inf  	-Inf  	0.00399  	0.00003  	0.00420  	0.00397  	0.00405  	0.00000  	0.00000  
11.75473  	26.35092  	40.04735  	40.08855  	28.81342  	-1.18512  	-0.00212  	0.01744  	-0.00540  	-3.02442  	0.06236  	-0.08565  	-31.14690  	-0.20426  	-1.59296  	5.14609  	-19110.73154  	-9668.43488  	Inf  	-Inf  	0.00399  	0.00003  	0.00420  	0.00396  	0.00406  	0.00000  	0.00000  
12.75635  	26.34967  	40.04647  	40.08661  	28.80827  	-1.18512  	-0.00185  	0.01687  	-0.00525  	-3.02442  	0.06352  	-0.08563  	-31.09759  	-0.19901  	-1.54832  	4.97926  	-19109.35942  	-9668.18140  	Inf  	-Inf  	0.00399  	0.00003  	0.00420  	0.00396  	0.00405  	0.00000  	0.00000  
