Tempo	T_cold_in(C)	T_hot_in(C)	T_hot_out(C)	T_cold_out(C)	mdot_cold(kg/s)	mdot_air(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold	
257.8248	26.02406	39.86664	39.7435	27.62797	-1.18512	0.0496	1.37996	1.41397	-3.02442	0.06511	-0.08569	-20.28723	-0.61046	417.31718	407.27986	-18787.14414	-9621.26129	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00495	0.01033	0	0
258.82518	26.03251	39.86883	39.74405	27.635	-1.18512	0.04996	1.37884	1.41152	-3.02442	0.06444	-0.0857	-20.26933	-0.61859	416.59488	406.94799	-18790.44618	-9621.50848	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00496	0.01033	0	0
259.82562	26.04205	39.8698	39.74565	27.64289	-1.18512	0.04871	1.38012	1.41514	-3.02442	0.06585	-0.08565	-20.24833	-0.61548	417.66156	407.32754	-18794.1636	-9621.73896	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00494	0.01033	0	0
260.82584	26.05128	39.87192	39.7469	27.65041	-1.18512	0.04936	1.38039	1.41718	-3.02442	0.06487	-0.08568	-20.22671	-0.6198	418.26493	407.40783	-18797.73631	-9622.0408	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00495	0.01034	0	0
261.8258	26.06044	39.87336	39.74794	27.65844	-1.18512	0.04952	1.37952	1.41538	-3.02442	0.06538	-0.0857	-20.21247	-0.62174	417.73401	407.1513	-18801.40468	-9622.26295	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00495	0.01033	0	0
262.82576	26.06936	39.87482	39.7503	27.66504	-1.18512	0.04995	1.37949	1.41465	-3.02442	0.06606	-0.08572	-20.18305	-0.61729	417.51732	407.14224	-18804.71736	-9622.60541	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00496	0.01033	0	0
263.82783	26.07894	39.87577	39.75148	27.67367	-1.18512	0.04859	1.38071	1.41486	-3.02442	0.06323	-0.08571	-20.17109	-0.61621	417.58034	407.50213	-18808.60112	-9622.79653	Inf  	#NOME?	0.00626	0.00003	0.0042	0.00493	0.01034	0	0
264.82762	26.08778	39.87703	39.7527	27.68034	-1.18512	0.0488	1.38103	1.413	-3.02442	0.06532	-0.08569	-20.14362	-0.61632	417.03093	407.5966	-18811.91111	-9623.01897	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00494	0.01034	0	0
265.8287	26.09663	39.87817	39.75394	27.68665	-1.18512	0.04993	1.38095	1.41518	-3.02442	0.06355	-0.08567	-20.11159	-0.61586	417.67555	407.57212	-18815.14873	-9623.23229	Inf  	#NOME?	0.00626	0.00003	0.0042	0.00496	0.01034	0	0
266.8287	26.1053	39.87984	39.75563	27.69347	-1.18512	0.04989	1.38067	1.41479	-3.02442	0.06488	-0.08573	-20.08803	-0.61575	417.55865	407.48949	-18818.45365	-9623.53359	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00496	0.01034	0	0
267.82862	26.11622	39.88168	39.75711	27.70148	-1.18512	0.04996	1.38038	1.41394	-3.02442	0.06456	-0.08572	-20.05132	-0.61759	417.30979	407.40513	-18822.494	-9623.83152	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00496	0.01034	0	0
268.83079	26.12374	39.88325	39.75849	27.70829	-1.18512	0.04987	1.38004	1.41544	-3.02442	0.06331	-0.08566	-20.04228	-0.6185	417.75255	407.30347	-18825.55226	-9624.09563	Inf  	#NOME?	0.00626	0.00003	0.0042	0.00496	0.01033	0	0
269.83175	26.13258	39.88444	39.75974	27.71602	-1.18512	0.04974	1.3805	1.41547	-3.02442	0.06639	-0.08565	-20.02835	-0.6182	417.7605	407.44014	-18829.09176	-9624.31568	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00495	0.01034	0	0
270.83175	26.14093	39.88609	39.76065	27.72339	-1.18512	0.04878	1.38022	1.4145	-3.02442	0.06365	-0.08568	-20.01587	-0.62188	417.47469	407.35729	-18832.44665	-9624.5445	Inf  	#NOME?	0.00626	0.00003	0.0042	0.00494	0.01033	0	0
271.83169	26.15052	39.88645	39.76291	27.73139	-1.18512	0.05007	1.37981	1.41554	-3.02442	0.06453	-0.08572	-19.99575	-0.61245	417.78106	407.23583	-18836.20262	-9624.77915	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00496	0.01033	0	0
272.8318	26.16008	39.88697	39.76437	27.73801	-1.18512	0.04959	1.37886	1.41538	-3.02442	0.06469	-0.08565	-19.95856	-0.6078	417.73471	406.95446	-18839.6584	-9624.95771	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00495	0.01033	0	0
273.83183	26.16894	39.88928	39.76487	27.74521	-1.18512	0.0488	1.37938	1.41778	-3.02442	0.06552	-0.08573	-19.93765	-0.61676	418.4425	407.10989	-18843.08576	-9625.20953	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00494	0.01033	0	0
274.83279	26.17756	39.89018	39.76559	27.75126	-1.18512	0.0495	1.37931	1.41334	-3.02442	0.06704	-0.08566	-19.90517	-0.61765	417.13135	407.08919	-18846.21906	-9625.35374	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00495	0.01033	0	0
275.83276	26.18678	39.8913	39.76804	27.76115	-1.18512	0.0491	1.37983	1.41395	-3.02442	0.06563	-0.08563	-19.91357	-0.61108	417.31222	407.24227	-18850.29986	-9625.67455	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00494	0.01033	0	0
276.83268	26.19518	39.89331	39.76994	27.76762	-1.18512	0.04975	1.37902	1.41583	-3.02442	0.06518	-0.0857	-19.8892	-0.61159	417.86785	407.00312	-18853.47639	-9626.02478	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01033	0	0
277.83238	26.20443	39.89493	39.77048	27.77483	-1.18512	0.04995	1.38023	1.41339	-3.02442	0.06504	-0.08566	-19.86339	-0.61694	417.14506	407.35827	-18856.99254	-9626.21884	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00496	0.01033	0	0
278.8332	26.21306	39.8962	39.77227	27.78243	-1.18512	0.04974	1.3797	1.41283	-3.02442	0.06599	-0.08566	-19.85025	-0.61439	416.98126	407.20338	-18860.45851	-9626.49392	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00496	0.01033	0	0
279.8327	26.2223	39.89744	39.77337	27.7901	-1.18512	0.04894	1.38156	1.41251	-3.02442	0.06664	-0.08569	-19.8304	-0.61505	416.88541	407.75126	-18864.07083	-9626.70338	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00494	0.01034	0	0
280.83288	26.23072	39.89796	39.7748	27.79767	-1.18512	0.04875	1.37991	1.414	-3.02442	0.06443	-0.08564	-19.81976	-0.61056	417.32664	407.2645	-18867.48703	-9626.87799	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00494	0.01033	0	0
281.83342	26.23934	39.89921	39.77629	27.80494	-1.18512	0.04929	1.38002	1.41446	-3.02442	0.06467	-0.08565	-19.80256	-0.60937	417.46123	407.29879	-18870.88244	-9627.12469	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00495	0.01033	0	0
282.83387	26.24799	39.90025	39.77736	27.81168	-1.18512	0.05025	1.37927	1.41627	-3.02442	0.06554	-0.08567	-19.7785	-0.60924	417.9967	407.07602	-18874.16974	-9627.31304	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00496	0.01033	0	0
283.83404	26.25879	39.90196	39.77781	27.82005	-1.18512	0.04913	1.3802	1.41728	-3.02442	0.06502	-0.08568	-19.74775	-0.61545	418.29456	407.34993	-18878.26652	-9627.50693	Inf  	#NOME?	0.00627	0.00003	0.00421	0.00494	0.01033	0	0
284.83397	26.26803	39.9034	39.77952	27.82734	-1.18512	0.05029	1.3792	1.41687	-3.02442	0.06321	-0.08563	-19.72312	-0.61411	418.17331	407.05568	-18881.79824	-9627.78897	Inf  	#NOME?	0.00627	0.00003	0.0042	0.00497	0.01033	0	0
285.83407	26.27642	39.90373	39.78105	27.8341	-1.18512	0.0504	1.37995	1.41354	-3.02442	0.06516	-0.0856	-19.70236	-0.60818	417.19012	407.27673	-18885.03617	-9627.95554	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00497	0.01033	0	0
286.83401	26.28426	39.90454	39.78222	27.8409	-1.18512	0.0473	1.37998	1.41468	-3.02442	0.06328	-0.08565	-19.68939	-0.60638	417.52774	407.28572	-18888.16549	-9628.13324	Inf  	#NOME?	0.00626	0.00003	0.0042	0.00491	0.01033	0	0
287.83441	26.294	39.90552	39.78302	27.84846	-1.18512	0.04952	1.37975	1.41461	-3.02442	0.06597	-0.08571	-19.66167	-0.6073	417.5059	407.2191	-18891.86227	-9628.29283	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00495	0.01033	0	0
288.83472	26.30328	39.90701	39.78456	27.85687	-1.18512	0.04932	1.37851	1.41359	-3.02442	0.06393	-0.08565	-19.65066	-0.60706	417.20629	406.8509	-18895.64485	-9628.56516	Inf  	#NOME?	0.00626	0.00003	0.0042	0.00495	0.01033	0	0
289.83533	26.31157	39.90808	39.7853	27.8625	-1.18512	0.04897	1.37937	1.41504	-3.02442	0.06687	-0.08565	-19.6171	-0.6087	417.63312	407.106	-18898.61936	-9628.72777	Inf  	#NOME?	0.00626	0.00003	0.00421	0.00494	0.01033	0	0
290.83586	26.32005	39.90917	39.78674	27.87045	-1.18512	0.04983	1.37908	1.41084	-3.02442	0.06273	-0.08573	-19.61042	-0.60692	416.39365	407.01918	-18902.13146	-9628.95438	Inf  	#NOME?	0.00626	0.00003	0.0042	0.00496	0.01033	0	0
291.83623	26.32968	39.90988	39.78746	27.87829	-1.18512	0.0492	1.3785	1.41394	-3.02442	0.06376	-0.08567	-19.5878	-0.60692	417.30854	406.84769	-18905.86772	-9629.08289	Inf  	#NOME?	0.00626	0.00003	0.0042	0.00494	0.01033	0	0
Médias	25.44319368	39.76567498	39.63552751	27.16674035	-1.18512	0.049701891	1.38210592	1.417101791	0.235																	
