10/10/2024 13:54:25Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1.74668  	0.00000  	0.00000  	0.00000  	0.00000  	-1.18512  	-0.20833  	-0.86278  	-2.50000  	-3.02442  	-1.25000  	-0.08628  	-0.00000  	-0.00000  	-737.84722  	-254.63905  	-9234.48090  	-3618.55272  	NaN  	NaN  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  
2.74784  	22.24913  	59.26730  	58.84870  	31.66443  	-1.18512  	0.03486  	0.84028  	0.84457  	-3.02442  	0.06094  	-0.08520  	-119.09854  	-2.07523  	249.26437  	247.99843  	-18842.96102  	-13229.55973  	Inf  	-Inf  	0.00535  	0.00005  	0.00420  	0.00467  	0.00785  	0.00000  	0.00000  
3.74926  	22.24306  	59.26967  	58.85125  	31.66040  	-1.18512  	0.03230  	0.84270  	0.85057  	-3.02442  	0.06009  	-0.08507  	-119.12441  	-2.07431  	251.03696  	248.71399  	-18840.80525  	-13230.04998  	Inf  	-Inf  	0.00536  	0.00006  	0.00419  	0.00462  	0.00786  	0.00000  	0.00000  
4.74998  	22.23827  	59.27092  	58.85337  	31.65697  	-1.18512  	0.03338  	0.84034  	0.84246  	-3.02442  	0.05497  	-0.08506  	-119.14161  	-2.06996  	248.64249  	248.01678  	-18839.04979  	-13230.38561  	Inf  	-Inf  	0.00535  	0.00006  	0.00418  	0.00464  	0.00785  	0.00000  	0.00000  
5.75138  	22.23381  	59.27247  	58.85537  	31.65450  	-1.18512  	0.03506  	0.84197  	0.84307  	-3.02442  	0.05663  	-0.08511  	-119.16672  	-2.06779  	248.82256  	248.49726  	-18837.56913  	-13230.73982  	Inf  	-Inf  	0.00535  	0.00005  	0.00418  	0.00467  	0.00785  	0.00000  	0.00000  
6.75137  	22.22826  	59.27465  	58.85765  	31.65191  	-1.18512  	0.03218  	0.84007  	0.85206  	-3.02442  	0.05980  	-0.08510  	-119.20422  	-2.06729  	251.47471  	247.93760  	-18835.83102  	-13231.18420  	Inf  	-Inf  	0.00536  	0.00005  	0.00419  	0.00462  	0.00785  	0.00000  	0.00000  
7.75174  	22.22284  	59.27654  	58.85865  	31.64936  	-1.18512  	0.03184  	0.84153  	0.84385  	-3.02442  	0.06093  	-0.08508  	-119.24056  	-2.07164  	249.05263  	248.36875  	-18834.12985  	-13231.47228  	Inf  	-Inf  	0.00535  	0.00006  	0.00419  	0.00461  	0.00785  	0.00000  	0.00000  
8.75152  	22.21666  	59.27764  	58.86054  	31.64718  	-1.18512  	0.03362  	0.83789  	0.84315  	-3.02442  	0.06028  	-0.08519  	-119.29123  	-2.06775  	248.84491  	247.29420  	-18832.34489  	-13231.76978  	Inf  	-Inf  	0.00535  	0.00005  	0.00419  	0.00465  	0.00784  	0.00000  	0.00000  
9.75114  	22.21141  	59.28000  	58.86366  	31.64484  	-1.18512  	0.03399  	0.83834  	0.83809  	-3.02442  	0.05991  	-0.08509  	-119.32804  	-2.06400  	247.35244  	247.42715  	-18830.72494  	-13232.31745  	Inf  	-Inf  	0.00534  	0.00006  	0.00419  	0.00465  	0.00784  	0.00000  	0.00000  
10.75175  	22.20656  	59.28123  	58.86474  	31.64215  	-1.18512  	0.03313  	0.83774  	0.84704  	-3.02442  	0.05940  	-0.08513  	-119.35538  	-2.06473  	249.99504  	247.24824  	-18829.11501  	-13232.54624  	Inf  	-Inf  	0.00536  	0.00005  	0.00419  	0.00464  	0.00783  	0.00000  	0.00000  
