10/08/2024 11:27:56Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1.74065  	0.00000  	0.00000  	0.00000  	0.00000  	-1.18512  	-0.20833  	-0.86278  	-2.50000  	-3.02442  	-1.25000  	-0.08628  	-0.00000  	-0.00000  	-737.84722  	-254.63905  	-9234.48090  	-3618.55272  	NaN  	NaN  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  	0.00000  
2.74092  	26.24553  	59.49863  	59.26521  	43.50629  	-1.18512  	0.01045  	0.15715  	0.13830  	-3.02442  	0.05911  	-0.08568  	-218.34385  	-1.15708  	40.81757  	46.38056  	-22318.44190  	-13294.22482  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00420  	0.00470  	0.00000  	0.00000  
3.74026  	26.24329  	59.49939  	59.26471  	43.50658  	-1.18512  	0.00996  	0.15788  	0.14010  	-3.02442  	0.05945  	-0.08569  	-218.37579  	-1.16333  	41.34996  	46.59561  	-22318.00382  	-13294.25038  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00419  	0.00470  	0.00000  	0.00000  
4.73997  	26.24365  	59.50003  	59.26374  	43.50885  	-1.18512  	0.01057  	0.15779  	0.13781  	-3.02442  	0.05940  	-0.08569  	-218.39998  	-1.17130  	40.67436  	46.56914  	-22318.59509  	-13294.21742  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00420  	0.00470  	0.00000  	0.00000  
5.74044  	26.24335  	59.50082  	59.26454  	43.50925  	-1.18512  	0.00990  	0.15764  	0.13444  	-3.02442  	0.05878  	-0.08570  	-218.40881  	-1.17123  	39.67862  	46.52474  	-22318.61786  	-13294.37647  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00419  	0.00470  	0.00000  	0.00000  
6.74057  	26.24291  	59.50040  	59.26644  	43.50964  	-1.18512  	0.00953  	0.15752  	0.13911  	-3.02442  	0.05857  	-0.08567  	-218.41923  	-1.15974  	41.05743  	46.48881  	-22318.60519  	-13294.52494  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00418  	0.00470  	0.00000  	0.00000  
7.74049  	26.24086  	59.50132  	59.26563  	43.51181  	-1.18512  	0.00936  	0.15772  	0.14027  	-3.02442  	0.06037  	-0.08570  	-218.47261  	-1.16829  	41.39841  	46.54992  	-22318.63324  	-13294.53498  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00418  	0.00470  	0.00000  	0.00000  
8.74021  	26.24066  	59.50155  	59.26587  	43.51325  	-1.18512  	0.00926  	0.15772  	0.14173  	-3.02442  	0.05920  	-0.08571  	-218.49339  	-1.16826  	41.83016  	46.55052  	-22318.91017  	-13294.58251  	Inf  	-Inf  	0.00423  	0.00003  	0.00419  	0.00418  	0.00470  	0.00000  	0.00000  
9.74036  	26.23929  	59.50297  	59.26548  	43.51389  	-1.18512  	0.01013  	0.15812  	0.14089  	-3.02442  	0.05837  	-0.08570  	-218.51892  	-1.17722  	41.58292  	46.66651  	-22318.74565  	-13294.68568  	Inf  	-Inf  	0.00423  	0.00003  	0.00419  	0.00419  	0.00470  	0.00000  	0.00000  
10.74102  	26.23882  	59.50381  	59.26706  	43.51525  	-1.18512  	0.00975  	0.15777  	0.13937  	-3.02442  	0.05844  	-0.08565  	-218.54203  	-1.17360  	41.13383  	46.56268  	-22318.94718  	-13294.92710  	Inf  	-Inf  	0.00422  	0.00003  	0.00419  	0.00419  	0.00470  	0.00000  	0.00000  
