01/21/2025 11:21:10Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,05100  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,05416  	1327,82048  	1327,75450  	-244,98909  	26,15384  	0,05071  	0,21340  	-15815,93170  	0,14689  	0,19872  	1,76337  	1,76013  	6876846,81523  	9395768,52584  	43,35240  	-4667896,50935  	0,28621  	0,20026  	NaN  	NaN  	0,00406  	0,00468  	0,00396  	0,00810  	-244,98909  	0,00400  	0,00426  
4,05520  	1327,82048  	198,05198  	-244,98909  	26,15508  	0,04841  	0,23802  	-15815,93170  	0,16225  	0,20196  	1,96694  	1,96355  	1193,16695  	2526941,41919  	47,88596  	-4667896,50935  	0,29088  	73,22032  	NaN  	NaN  	0,00406  	0,00475  	0,00396  	0,00857  	-244,98909  	0,00400  	0,00427  
5,05566  	1327,82048  	778,50260  	-244,98909  	26,15527  	0,04911  	0,23902  	50251,67464  	0,16353  	0,20924  	1,97514  	1,97175  	45677,42480  	5921870,75519  	48,26518  	14831223,41671  	0,30136  	6,22445  	NaN  	NaN  	0,00406  	0,00476  	0,00396  	0,00859  	778,41618  	0,00400  	0,00428  
6,05688  	1327,82048  	299,77236  	783,03621  	26,15623  	0,05019  	0,23938  	85706,53851  	0,16301  	0,21085  	1,97813  	1,97474  	7298543,00366  	2857544,11427  	48,11078  	25295332,54600  	0,30368  	0,19818  	NaN  	NaN  	0,00406  	0,00476  	0,00396  	0,00860  	1327,62170  	0,00400  	0,00428  
7,05730  	1327,82048  	786,53458  	296,25355  	26,15590  	0,04892  	0,23876  	85706,53851  	0,16336  	0,21119  	1,97300  	1,96961  	7309255,25383  	2826009,41805  	48,21498  	25295332,54600  	0,30417  	0,19320  	NaN  	NaN  	0,00406  	0,00476  	0,00396  	0,00858  	1327,62170  	0,00400  	0,00428  
8,05881  	293,95445  	1327,75450  	788,87697  	26,15687  	0,05013  	0,23872  	18972,05589  	0,16351  	0,20979  	1,97272  	1,96933  	118518620,47224  	165,77605  	48,25780  	5599391,49563  	527,93128  	0,01030  	-Inf  	-Inf  	0,00406  	0,00476  	0,00396  	0,00858  	293,88634  	0,00400  	0,00428  
9,05974  	790,65616  	1327,75450  	1327,82053  	26,15804  	0,04875  	0,23876  	51033,39731  	0,16271  	0,21107  	1,97303  	1,96963  	1426006204,45189  	12,28465  	48,02266  	15061940,17917  	3,12026  	0,00382  	-Inf  	-Inf  	0,00406  	0,00475  	0,00396  	0,00858  	790,52527  	0,00400  	0,00428  
10,06169  	1327,82048  	1327,75450  	290,28165  	26,15898  	0,05141  	0,23880  	18734,98092  	0,16231  	0,21012  	1,97339  	1,97000  	103070581,99475  	6284416,31461  	47,90517  	5529421,45254  	0,30262  	0,03374  	NaN  	NaN  	0,00406  	0,00475  	0,00396  	0,00859  	290,21398  	0,00400  	0,00428  
11,06259  	1327,82048  	286,04684  	-244,98909  	26,15967  	0,04729  	0,23861  	51427,53711  	0,16272  	0,21038  	1,97182  	1,96843  	1145,56107  	2958874,52415  	48,02379  	15178266,16177  	0,30300  	253,00294  	NaN  	NaN  	0,00406  	0,00476  	0,00396  	0,00858  	796,63061  	0,00399  	0,00428  
12,06382  	280,64387  	802,14359  	802,18756  	26,16109  	0,04861  	0,23859  	85706,53851  	0,16321  	0,21028  	1,97159  	1,96820  	19085514,15146  	0,01170  	48,17105  	25295332,54600  	691,32672  	0,03311  	-Inf  	-Inf  	0,00406  	0,00476  	0,00396  	0,00858  	1327,62170  	0,00400  	0,00428  
13,06447  	-244,98909  	1327,75450  	1327,82053  	26,16120  	0,04690  	0,23904  	85706,53851  	0,16361  	0,21010  	1,97537  	1,97198  	503459075,51399  	0,14104  	48,28645  	25295332,54600  	35,59447  	0,00368  	-Inf  	-Inf  	0,00406  	0,00476  	0,00396  	0,00859  	1327,62170  	0,00399  	0,00428  
14,06661  	805,53967  	1327,75450  	1327,82053  	26,16125  	0,04736  	0,23905  	85706,53851  	0,16330  	0,20962  	1,97542  	1,97202  	1443793213,94996  	13,55160  	48,19726  	25295332,54600  	2,84196  	0,00371  	-Inf  	-Inf  	0,00406  	0,00476  	0,00396  	0,00859  	1327,62170  	0,00399  	0,00428  
15,06701  	1327,82048  	1327,75450  	273,10921  	26,16193  	0,05212  	0,23895  	17626,52606  	0,16435  	0,21070  	1,97456  	1,97117  	96453995,31343  	6477031,99244  	48,50560  	5202273,31715  	0,30346  	0,03585  	NaN  	NaN  	0,00406  	0,00476  	0,00395  	0,00859  	273,04371  	0,00401  	0,00428  
16,06717  	1327,82048  	1327,75450  	813,92290  	26,16283  	0,04534  	0,23866  	52535,22780  	0,16219  	0,21122  	1,97216  	1,96877  	625018754,34339  	2744862,45800  	47,87004  	15505188,75993  	0,30421  	0,00886  	NaN  	NaN  	0,00406  	0,00475  	0,00396  	0,00858  	813,78904  	0,00399  	0,00428  
17,06723  	1327,82048  	1327,75450  	266,59853  	26,16293  	0,04929  	0,23857  	85706,53851  	0,16390  	0,20980  	1,97149  	1,96810  	93538133,89780  	6162529,84278  	48,37456  	25295332,54600  	0,30216  	0,03451  	NaN  	NaN  	0,00406  	0,00476  	0,00396  	0,00858  	1327,62170  	0,00400  	0,00428  
18,06793  	1327,82048  	264,79242  	-244,98909  	26,16304  	0,05067  	0,23914  	17091,07174  	0,16338  	0,21110  	1,97614  	1,97274  	1150,43117  	3043703,37925  	48,21964  	5044239,92311  	0,30403  	205,18579  	NaN  	NaN  	0,00406  	0,00476  	0,00396  	0,00859  	264,74938  	0,00400  	0,00428  
