08/20/2024 08:38:31Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
1,83665  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	0,00000  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-10538,85923  	-4129,67639  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
2,83840  	22,43731  	21,74639  	21,51471  	22,53501  	-1,18516  	0,00000  	0,12527  	0,14950  	0,10094  	-0,01828  	0,88767  	0,04125  	-1,14858  	44,12411  	36,97293  	646,42631  	-7434,35375  	-Inf  	-Inf  	0,00396  	0,00607  	0,00469  	0,00000  	0,00595  	-0,00000  	0,00413  
3,83850  	22,43803  	21,74638  	21,51483  	22,53587  	-1,18516  	0,00000  	0,12563  	0,14986  	0,10091  	-0,01763  	0,88625  	0,04130  	-1,14794  	44,22939  	37,07854  	646,24908  	-7434,36813  	-Inf  	-Inf  	0,00396  	0,00607  	0,00470  	0,00000  	0,00596  	-0,00000  	0,00413  
4,83995  	22,43781  	21,74623  	21,51471  	22,53566  	-1,18515  	0,00000  	0,12570  	0,14998  	0,10030  	-0,01751  	0,88728  	0,04106  	-1,14782  	44,26569  	37,09802  	642,39508  	-7434,31086  	-Inf  	-Inf  	0,00396  	0,00607  	0,00470  	0,00000  	0,00596  	-0,00000  	0,00413  
5,84060  	22,43698  	21,74630  	21,51528  	22,53601  	-1,18515  	0,00000  	0,12588  	0,14932  	0,10055  	-0,01772  	0,88775  	0,04165  	-1,14530  	44,06986  	37,15070  	643,96918  	-7434,37769  	-Inf  	-Inf  	0,00396  	0,00607  	0,00469  	0,00000  	0,00596  	-0,00000  	0,00413  
6,84207  	22,43699  	21,74599  	21,51456  	22,53595  	-1,18514  	0,00000  	0,12575  	0,15026  	0,10007  	-0,01824  	0,88763  	0,04142  	-1,14730  	44,34895  	37,11298  	640,85869  	-7434,18232  	-Inf  	-Inf  	0,00396  	0,00607  	0,00470  	0,00000  	0,00596  	-0,00000  	0,00413  
7,84425  	22,43748  	21,74597  	21,51531  	22,53743  	-1,18516  	0,00000  	0,12578  	0,14950  	0,09997  	-0,01749  	0,88798  	0,04180  	-1,14355  	44,12311  	37,12295  	640,23383  	-7434,36818  	-Inf  	-Inf  	0,00396  	0,00607  	0,00469  	0,00000  	0,00596  	-0,00000  	0,00413  
8,84518  	22,43808  	21,74532  	21,51544  	22,53722  	-1,18514  	0,00000  	0,12524  	0,14979  	0,10078  	-0,01755  	0,88751  	0,04179  	-1,13965  	44,20854  	36,96182  	645,42368  	-7434,20745  	-Inf  	-Inf  	0,00396  	0,00607  	0,00470  	0,00000  	0,00595  	-0,00000  	0,00413  
9,84499  	22,43829  	21,74581  	21,51536  	22,53644  	-1,18515  	0,00000  	0,12572  	0,14930  	0,10070  	-0,01718  	0,88763  	0,04134  	-1,14248  	44,06551  	37,10567  	644,96583  	-7434,31501  	-Inf  	-Inf  	0,00396  	0,00607  	0,00469  	0,00000  	0,00596  	-0,00000  	0,00413  
10,84481  	22,43895  	21,74592  	21,51456  	22,53705  	-1,18515  	0,00000  	0,12606  	0,14987  	0,10072  	-0,01821  	0,88793  	0,04134  	-1,14700  	44,23198  	37,20385  	645,10045  	-7434,23418  	-Inf  	-Inf  	0,00396  	0,00607  	0,00470  	0,00000  	0,00596  	-0,00000  	0,00413  
