01/21/2025 09:50:34Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,00683  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,00763  	1327,82048  	-244,98909  	1327,82053  	26,24685  	0,05180  	0,24101  	-15815,93170  	0,24804  	0,20186  	1,99162  	1,98822  	6987808,69632  	9602925,28039  	73,20537  	-4667896,50935  	0,29064  	0,20452  	NaN  	NaN  	0,00405  	0,00515  	0,00396  	0,00863  	-244,98909  	0,00401  	0,00427  
4,00734  	1327,82048  	-244,98909  	1327,82053  	26,24651  	0,04876  	0,26670  	57063,34157  	0,27256  	0,20627  	2,20400  	2,20045  	7140513,32078  	9039778,09579  	80,44163  	16841611,22786  	0,29700  	0,19253  	NaN  	NaN  	0,00406  	0,00526  	0,00395  	0,00912  	883,93076  	0,00400  	0,00427  
5,00867  	307,80675  	-244,98909  	1327,82053  	26,24802  	0,04794  	0,26715  	85706,53851  	0,27316  	0,21182  	2,20775  	2,20419  	1586185,95420  	537,22831  	80,61870  	25295332,54600  	407,64625  	0,18926  	NaN  	NaN  	0,00405  	0,00527  	0,00396  	0,00913  	1327,62170  	0,00399  	0,00428  
6,00971  	776,07888  	-244,98909  	1327,82053  	26,24952  	0,05229  	0,26738  	19798,15085  	0,27333  	0,21423  	2,20964  	2,20608  	4272386,44615  	276646,20614  	80,67152  	5843204,24327  	3,45166  	0,20645  	NaN  	NaN  	0,00405  	0,00527  	0,00396  	0,00913  	306,68278  	0,00401  	0,00428  
7,01025  	1327,82048  	779,15946  	1327,82053  	26,25088  	0,05211  	0,26720  	-15815,93170  	0,27392  	0,21496  	2,20820  	2,20463  	573330915,34031  	3370199,41618  	80,84513  	-4667896,50935  	0,30949  	0,01092  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00913  	-244,98909  	0,00401  	0,00428  
8,01137  	298,99726  	1327,75450  	298,99727  	26,25235  	0,04970  	0,26715  	-15815,93170  	0,27336  	0,21440  	2,20778  	2,20422  	22817470,15612  	330,36228  	80,68001  	-4667896,50935  	488,04843  	0,03186  	-Inf  	-Inf  	0,00406  	0,00527  	0,00395  	0,00913  	-244,98909  	0,00400  	0,00428  
9,01205  	784,88662  	1327,75450  	784,88665  	26,25284  	0,04937  	0,26684  	50660,98179  	0,27402  	0,21389  	2,20514  	2,20158  	338226798,68876  	97379,09493  	80,87446  	14952025,87609  	3,26961  	0,01023  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00912  	784,75646  	0,00400  	0,00428  
10,01268  	1327,82048  	1327,75450  	1327,82053  	26,25409  	0,05193  	0,26737  	19092,55346  	0,27381  	0,21478  	2,20955  	2,20599  	2470450909,68807  	404,24325  	80,81263  	5634955,01488  	0,30923  	0,00407  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00913  	295,75288  	0,00401  	0,00428  
11,01279  	1327,82048  	292,24454  	292,26709  	26,25546  	0,05046  	0,26716  	51027,46858  	0,27191  	0,21457  	2,20782  	2,20426  	93520,11810  	134,16899  	80,25226  	15060190,37967  	0,30894  	3,95347  	NaN  	NaN  	0,00406  	0,00526  	0,00396  	0,00913  	790,43344  	0,00400  	0,00428  
12,01306  	289,33870  	793,44912  	793,49272  	26,25615  	0,05035  	0,26723  	85706,53851  	0,27421  	0,21395  	2,20844  	2,20488  	18705550,81041  	0,01292  	80,92971  	25295332,54600  	588,85028  	0,03597  	-Inf  	-Inf  	0,00406  	0,00527  	0,00395  	0,00913  	1327,62170  	0,00400  	0,00428  
13,01320  	795,47525  	1327,75450  	287,35616  	26,25496  	0,05259  	0,26750  	85706,53851  	0,27333  	0,21475  	2,21062  	2,20705  	61526803,23128  	217813,95950  	80,67124  	25295332,54600  	3,08457  	0,03479  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00914  	1327,62170  	0,00401  	0,00428  
14,01316  	1327,82048  	1327,75450  	797,05621  	26,25531  	0,04869  	0,26723  	85706,53851  	0,27370  	0,21425  	2,20841  	2,20484  	602876776,80988  	3045715,99129  	80,77913  	25295332,54600  	0,30847  	0,00984  	NaN  	NaN  	0,00406  	0,00527  	0,00395  	0,00913  	1327,62170  	0,00400  	0,00428  
15,01281  	1327,82048  	283,55847  	283,58066  	26,25511  	0,04943  	0,26735  	18302,44196  	0,27324  	0,21371  	2,20938  	2,20582  	74202,30707  	129,29968  	80,64493  	5401762,38503  	0,30770  	4,53331  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00913  	283,51384  	0,00400  	0,00428  
16,01559  	1327,82048  	800,15078  	800,19466  	26,25641  	0,04514  	0,26707  	51649,09051  	0,27386  	0,21390  	2,20711  	2,20354  	97707198,35477  	233,51014  	80,82787  	15243655,18536  	0,30797  	0,03109  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00913  	800,06253  	0,00398  	0,00428  
17,01658  	280,01255  	1327,75450  	280,01257  	26,25757  	0,04657  	0,26696  	18072,12715  	0,27390  	0,21387  	2,20614  	2,20258  	19626083,88791  	266,01112  	80,83978  	5333787,52628  	710,87630  	0,03143  	-Inf  	-Inf  	0,00405  	0,00527  	0,00396  	0,00913  	279,94620  	0,00399  	0,00428  
18,01781  	-244,98909  	275,48494  	-244,98909  	26,25953  	0,05251  	0,26739  	-15815,93170  	0,27491  	0,21334  	2,20974  	2,20617  	242,11160  	1242,47311  	81,13654  	-4667896,50935  	36,17959  	245,52503  	-Inf  	-Inf  	0,00406  	0,00528  	0,00396  	0,00913  	-244,98909  	0,00401  	0,00428  
19,01828  	-244,98909  	-244,98909  	809,82934  	26,26062  	0,05153  	0,26662  	-15815,93170  	0,27361  	0,21458  	2,20333  	2,19977  	15057,04739  	2471,15608  	80,75416  	-4667896,50935  	36,39066  	4,82796  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00912  	-244,98909  	0,00401  	0,00428  
20,01910  	813,40296  	813,35855  	1327,82053  	26,26179  	0,05076  	0,26741  	52501,66820  	0,27422  	0,21550  	2,20987  	2,20631  	385045686,33719  	120968,66073  	80,93270  	15495284,01850  	2,79160  	0,00993  	-Inf  	-Inf  	0,00405  	0,00527  	0,00396  	0,00913  	813,26919  	0,00400  	0,00429  
21,02026  	1327,82048  	1327,75450  	267,64432  	26,26241  	0,04906  	0,26750  	85706,53851  	0,27365  	0,21441  	2,21061  	2,20705  	95991935,66021  	6130201,97135  	80,76491  	25295332,54600  	0,30869  	0,03424  	NaN  	NaN  	0,00406  	0,00527  	0,00395  	0,00914  	1327,62170  	0,00400  	0,00428  
22,02078  	1327,82048  	265,13233  	817,67769  	26,26214  	0,05070  	0,26735  	85706,53851  	0,27414  	0,21453  	2,20938  	2,20582  	7425400,01022  	3302257,58061  	80,90952  	25295332,54600  	0,30887  	0,20020  	NaN  	NaN  	0,00406  	0,00527  	0,00395  	0,00913  	1327,62170  	0,00400  	0,00428  
23,02069  	261,36507  	821,42158  	261,36509  	26,26274  	0,04905  	0,26700  	16868,46069  	0,27397  	0,21406  	2,20650  	2,20294  	1338105,34171  	133,60363  	80,85992  	4978538,74408  	1050,35758  	0,19372  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00913  	261,30107  	0,00400  	0,00428  
24,02171  	823,37596  	259,43427  	-244,98909  	26,26534  	0,04778  	0,26735  	-15815,93170  	0,27386  	0,21303  	2,20937  	2,20581  	711,43642  	121273,28680  	80,82582  	-4667896,50935  	2,60842  	179,54760  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00913  	-244,98909  	0,00399  	0,00428  
25,02259  	1327,82048  	-244,98909  	824,50888  	26,26951  	0,05367  	0,26733  	53218,53635  	0,27452  	0,21375  	2,20922  	2,20566  	87342,21152  	6766753,42765  	81,02135  	15706859,68619  	0,30775  	4,39708  	Inf  	-Inf  	0,00405  	0,00527  	0,00395  	0,00913  	824,37367  	0,00401  	0,00428  
26,02288  	1327,82048  	826,96479  	1327,82053  	26,27205  	0,05143  	0,26665  	16510,63992  	0,27419  	0,21396  	2,20361  	2,20005  	658072032,26222  	3036462,70566  	80,92342  	4872931,91938  	0,30804  	0,00979  	-Inf  	-Inf  	0,00405  	0,00527  	0,00396  	0,00912  	255,75833  	0,00400  	0,00428  
27,02354  	1327,82048  	1327,75450  	1327,82053  	26,27557  	0,05257  	0,26672  	53569,92923  	0,27356  	0,21449  	2,20421  	2,20065  	2467094498,67676  	409,26482  	80,73861  	15810569,39179  	0,30879  	0,00412  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00912  	829,81685  	0,00401  	0,00428  
28,02485  	1327,82048  	1327,75450  	1327,82053  	26,27967  	0,05260  	0,26695  	16151,98299  	0,27353  	0,21404  	2,20611  	2,20255  	2461901300,91076  	409,45344  	80,72887  	4767078,31408  	0,30814  	0,00412  	-Inf  	-Inf  	0,00406  	0,00527  	0,00395  	0,00913  	250,20264  	0,00401  	0,00428  
29,02437  	1327,82048  	1327,75450  	1327,82053  	26,28307  	0,05087  	0,26675  	-15815,93170  	0,27246  	0,21404  	2,20445  	2,20090  	2461902838,38477  	395,99344  	80,41392  	-4667896,50935  	0,30814  	0,00399  	-Inf  	-Inf  	0,00406  	0,00526  	0,00396  	0,00912  	-244,98909  	0,00400  	0,00428  
30,02588  	1327,82048  	1327,75450  	245,45354  	26,28666  	0,04645  	0,26715  	-15815,93170  	0,27516  	0,21426  	2,20778  	2,20421  	87594377,48757  	5926310,97285  	81,20896  	-4667896,50935  	0,30846  	0,03447  	NaN  	NaN  	0,00406  	0,00528  	0,00396  	0,00913  	-244,98909  	0,00399  	0,00428  
31,02606  	242,89644  	242,87597  	839,93499  	26,29045  	0,05274  	0,26661  	54214,26825  	0,27405  	0,21394  	2,20327  	2,19971  	1232299,67990  	142,77715  	80,88425  	16000738,89303  	1549,25388  	0,20824  	-Inf  	-Inf  	0,00405  	0,00527  	0,00396  	0,00912  	839,79783  	0,00401  	0,00428  
32,02711  	841,67934  	841,63375  	1327,82053  	26,29272  	0,04845  	0,26722  	15563,74091  	0,27453  	0,21483  	2,20834  	2,20477  	432156352,37743  	137569,20285  	81,02304  	4593465,19867  	2,37663  	0,00896  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00913  	241,09061  	0,00400  	0,00428  
33,03051  	238,61369  	1327,75450  	1327,82053  	26,29375  	0,05018  	0,26713  	54490,71300  	0,27396  	0,21481  	2,20760  	2,20404  	403062371,03879  	0,01486  	80,85609  	16082328,49020  	1699,14393  	0,00393  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00913  	844,08004  	0,00400  	0,00428  
34,03064  	847,73595  	235,07530  	1327,82053  	26,29673  	0,04884  	0,26749  	85706,53851  	0,27409  	0,21408  	2,21058  	2,20702  	52926261,63241  	327181,24231  	80,89588  	25295332,54600  	2,29143  	0,03731  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00914  	1327,62170  	0,00400  	0,00428  
35,03056  	1327,82048  	853,57466  	229,21065  	26,29882  	0,04741  	0,26738  	14792,94093  	0,27431  	0,21538  	2,20963  	2,20607  	7453339,45553  	3490151,91437  	80,95869  	4365972,15090  	0,31006  	0,18724  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00913  	229,15071  	0,00399  	0,00428  
36,03105  	1327,82048  	1327,75450  	856,16631  	26,30074  	0,04992  	0,26702  	-15815,93170  	0,27395  	0,21439  	2,20666  	2,20310  	718049434,49207  	2775857,45904  	80,85222  	-4667896,50935  	0,30863  	0,00897  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00913  	-244,98909  	0,00400  	0,00428  
37,03230  	224,87244  	1327,75450  	1327,82053  	26,30295  	0,05181  	0,26739  	-15815,93170  	0,27401  	0,21441  	2,20969  	2,20613  	376262074,71023  	0,01493  	80,87016  	-4667896,50935  	2218,94166  	0,00406  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00913  	-244,98909  	0,00401  	0,00428  
38,03512  	-244,98909  	222,43909  	1327,82053  	26,30405  	0,05018  	0,26645  	55533,49297  	0,27370  	0,21454  	2,20196  	2,19840  	16617609,21113  	2520,09891  	80,77832  	16390093,41159  	36,40036  	0,03973  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00912  	860,23298  	0,00400  	0,00428  
39,03546  	864,30517  	864,25863  	1327,82053  	26,30480  	0,04805  	0,26713  	14103,27780  	0,27325  	0,21500  	2,20759  	2,20403  	474728421,57157  	155599,51128  	80,64659  	4162425,73973  	2,10554  	0,00850  	-Inf  	-Inf  	0,00406  	0,00527  	0,00396  	0,00913  	218,46764  	0,00399  	0,00428  
40,03708  	215,33010  	1327,75450  	1327,82053  	26,30592  	0,05253  	0,26727  	55993,63347  	0,27410  	0,21493  	2,20872  	2,20516  	359041152,83260  	0,01495  	80,89706  	16525898,76777  	2624,87796  	0,00412  	-Inf  	-Inf  	0,00406  	0,00527  	0,00395  	0,00913  	867,36069  	0,00401  	0,00428  
41,03863  	-244,98909  	211,77614  	1327,82053  	26,30819  	0,04825  	0,26752  	85706,53851  	0,27445  	0,21404  	2,21082  	2,20725  	15851471,85783  	2445,96620  	81,00031  	25295332,54600  	36,31654  	0,03937  	-Inf  	-Inf  	0,00406  	0,00527  	0,00395  	0,00914  	1327,62170  	0,00399  	0,00428  
42,03952  	-244,98909  	-244,98909  	1327,82053  	26,30976  	0,04569  	0,26765  	85706,53851  	0,27472  	0,21474  	2,21188  	2,20831  	1549468,93259  	3264,62714  	81,08148  	25295332,54600  	36,43691  	0,18042  	NaN  	NaN  	0,00406  	0,00527  	0,00396  	0,00914  	1327,62170  	0,00399  	0,00428  
