01/21/2025 09:49:27Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,04593  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,04645  	1327,82048  	-244,98909  	1327,82053  	26,16519  	0,05037  	0,21333  	85706,53851  	0,22113  	0,18903  	1,76281  	1,75957  	6544025,02580  	9334104,74529  	65,26410  	25295332,54600  	0,27224  	0,19887  	NaN  	NaN  	0,00405  	0,00503  	0,00396  	0,00810  	1327,62170  	0,00400  	0,00425  
4,04669  	1327,82048  	883,73086  	1327,82053  	26,16564  	0,05118  	0,23831  	85706,53851  	0,24402  	0,19337  	1,96930  	1,96591  	701451699,91063  	2678070,57665  	72,02048  	25295332,54600  	0,27849  	0,00872  	-Inf  	-Inf  	0,00406  	0,00513  	0,00395  	0,00858  	1327,62170  	0,00400  	0,00426  
5,04747  	1327,82048  	1327,75450  	307,75551  	26,16694  	0,05015  	0,23854  	85706,53851  	0,24410  	0,20027  	1,97116  	1,96777  	105315384,51425  	6026607,41888  	72,04402  	25295332,54600  	0,28843  	0,03140  	NaN  	NaN  	0,00406  	0,00513  	0,00395  	0,00858  	1327,62170  	0,00400  	0,00426  
6,04930  	305,08517  	1327,75450  	-244,98909  	26,16837  	0,05042  	0,23911  	19690,52647  	0,24450  	0,20054  	1,97591  	1,97252  	1487044,38117  	547,05429  	72,16114  	5811440,10305  	406,89684  	0,19913  	NaN  	NaN  	0,00405  	0,00513  	0,00396  	0,00859  	305,01564  	0,00400  	0,00427  
7,04857  	-244,98909  	1327,75450  	779,03444  	26,16953  	0,05268  	0,23912  	50283,23056  	0,24504  	0,20173  	1,97600  	1,97261  	112028691,90485  	1316,31682  	72,32070  	14840536,79647  	34,17906  	0,01104  	-Inf  	-Inf  	0,00406  	0,00514  	0,00396  	0,00859  	778,90499  	0,00401  	0,00427  
8,04851  	-244,98909  	1327,75450  	1327,82053  	26,16951  	0,05253  	0,23919  	19430,98265  	0,24427  	0,20134  	1,97659  	1,97319  	482477231,13879  	0,15794  	72,09429  	5734838,62813  	34,11296  	0,00412  	-Inf  	-Inf  	0,00406  	0,00513  	0,00396  	0,00859  	300,99524  	0,00401  	0,00427  
9,04837  	-244,98909  	1327,75450  	1327,82053  	26,17011  	0,04901  	0,23952  	50634,40166  	0,24606  	0,20125  	1,97932  	1,97593  	482272426,88518  	0,14735  	72,62210  	14944181,04507  	34,09862  	0,00384  	-Inf  	-Inf  	0,00406  	0,00514  	0,00396  	0,00860  	784,34472  	0,00400  	0,00427  
10,04876  	-244,98909  	1327,75450  	296,68654  	26,17107  	0,05151  	0,23876  	19148,40704  	0,24480  	0,20151  	1,97300  	1,96961  	21125899,94586  	2418,31472  	72,25116  	5651439,57732  	34,14287  	0,03323  	-Inf  	-Inf  	0,00406  	0,00514  	0,00396  	0,00858  	296,61807  	0,00401  	0,00427  
11,04960  	787,18686  	295,62185  	787,18689  	26,17061  	0,04949  	0,23878  	-15815,93170  	0,24459  	0,20163  	1,97318  	1,96979  	4080340,48826  	90114,50903  	72,18789  	-4667896,50935  	3,04202  	0,19543  	-Inf  	-Inf  	0,00406  	0,00514  	0,00396  	0,00858  	-244,98909  	0,00400  	0,00427  
