11/19/2024 09:32:17Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,01227  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,01360  	1327,82048  	1327,75450  	-244,98909  	25,79315  	0,05409  	0,00025  	85706,53851  	-0,00034  	0,00366  	-0,08236  	-0,08427  	126731,12859  	10004252,50627  	-0,09989  	25295332,54600  	0,00528  	0,21361  	NaN  	NaN  	0,00385  	0,00400  	0,00394  	0,00381  	1327,62170  	0,00401  	0,00400  
4,01310  	198,85631  	1327,75450  	-244,98909  	25,79078  	0,04703  	0,00043  	85706,53851  	0,00745  	0,00622  	-0,03974  	-0,04168  	28613,02170  	314,60973  	2,19835  	25295332,54600  	95,28270  	0,18574  	NaN  	NaN  	0,00385  	0,00403  	0,00395  	0,00391  	1327,62170  	0,00399  	0,00401  
5,01376  	774,59935  	308,20883  	-244,98909  	25,79250  	0,04581  	0,00897  	85706,53851  	0,03391  	0,13026  	0,18651  	0,18441  	408,00912  	83796,30786  	10,00764  	25295332,54600  	2,12332  	316,00432  	NaN  	NaN  	0,00385  	0,00416  	0,00395  	0,00444  	1327,62170  	0,00399  	0,00417  
6,01317  	1327,82048  	775,40695  	-244,98909  	25,82452  	0,04364  	0,01831  	85706,53851  	0,04150  	0,26577  	0,29118  	0,28900  	55512,26948  	5237519,93617  	12,24706  	25295332,54600  	0,38319  	5,70556  	NaN  	NaN  	0,00385  	0,00419  	0,00394  	0,00468  	1327,62170  	0,00398  	0,00435  
7,01407  	306,23363  	1327,75450  	-244,98909  	25,84394  	0,05163  	0,01478  	19764,65798  	0,07136  	0,21451  	0,32552  	0,32332  	1598988,94162  	565,50331  	21,06196  	5833319,19479  	428,49092  	0,20392  	NaN  	NaN  	0,00385  	0,00433  	0,00394  	0,00476  	306,16396  	0,00401  	0,00428  
8,01408  	778,20131  	1327,75450  	778,20135  	25,84375  	0,04552  	0,00625  	50229,45551  	0,05847  	0,09073  	0,31483  	0,31264  	139454431,73205  	85428,78743  	17,25626  	14824665,68930  	1,44687  	0,00956  	-Inf  	-Inf  	0,00385  	0,00427  	0,00395  	0,00473  	778,07200  	0,00399  	0,00412  
9,01503  	1327,82048  	302,32568  	302,34866  	25,84065  	0,04689  	0,00466  	19513,88793  	0,06187  	0,06768  	0,31467  	0,31248  	38039,48264  	126,76510  	18,26151  	5759307,20192  	0,09757  	3,08274  	NaN  	NaN  	0,00385  	0,00429  	0,00394  	0,00473  	302,27947  	0,00399  	0,00409  
10,01684  	1327,82048  	-244,98909  	781,74103  	25,84217  	0,05025  	0,00466  	-15815,93170  	0,05971  	0,06770  	0,31580  	0,31360  	15480,02938  	6069299,35035  	17,62386  	-4667896,50935  	0,09760  	6,16652  	Inf  	-Inf  	0,00385  	0,00428  	0,00394  	0,00474  	-244,98909  	0,00400  	0,00409  
11,01865  	1327,82048  	784,04354  	1327,82053  	25,84968  	0,04949  	0,00461  	50609,34921  	0,15783  	0,06699  	0,31450  	0,31230  	181376270,62218  	3165998,02815  	46,58113  	14936787,09214  	0,09658  	0,01027  	-Inf  	-Inf  	0,00385  	0,00473  	0,00395  	0,00473  	783,95665  	0,00400  	0,00409  
12,01963  	294,45728  	1327,75450  	294,45729  	25,85735  	0,04757  	0,00465  	85706,53851  	0,25419  	0,06746  	0,31485  	0,31265  	6943219,56242  	302,22528  	75,02224  	25295332,54600  	169,07959  	0,03087  	-Inf  	-Inf  	0,00385  	0,00518  	0,00394  	0,00473  	1327,62170  	0,00399  	0,00409  
13,01964  	-244,98909  	1327,75450  	792,45611  	25,86436  	0,04969  	0,00461  	18741,02811  	0,25351  	0,06698  	0,31575  	0,31355  	38683232,07351  	1217,38382  	74,82068  	5531206,21363  	11,31192  	0,01014  	-Inf  	-Inf  	0,00385  	0,00518  	0,00394  	0,00474  	290,30766  	0,00400  	0,00409  
14,01930  	795,68815  	1327,75450  	287,14326  	25,87199  	0,04931  	0,00465  	51358,20426  	0,25078  	0,06752  	0,31222  	0,31003  	19343100,74647  	203961,53926  	74,01433  	15157803,33951  	0,97078  	0,03264  	NaN  	NaN  	0,00385  	0,00516  	0,00394  	0,00473  	795,55662  	0,00400  	0,00409  
15,02165  	1327,82048  	285,76075  	797,04841  	25,87925  	0,05323  	0,00464  	85706,53851  	0,24444  	0,06736  	0,31435  	0,31215  	2332251,66892  	3202388,45496  	72,14501  	25295332,54600  	0,09711  	0,21020  	NaN  	NaN  	0,00385  	0,00513  	0,00394  	0,00473  	1327,62170  	0,00401  	0,00409  
16,02172  	1327,82048  	798,37209  	284,41555  	25,88744  	0,04878  	0,00459  	18356,33291  	0,06132  	0,06670  	0,31589  	0,31370  	2308877,10623  	2949775,68033  	18,09793  	5417667,69797  	0,09615  	0,19262  	NaN  	NaN  	0,00385  	0,00428  	0,00395  	0,00474  	284,34862  	0,00400  	0,00409  
17,02355  	1327,82048  	1327,75450  	-244,98909  	25,89775  	0,05046  	0,00461  	51703,50625  	0,06183  	0,06699  	0,31657  	0,31437  	2318712,90095  	9339286,47853  	18,24891  	15259715,38486  	0,09657  	0,19931  	NaN  	NaN  	0,00385  	0,00429  	0,00394  	0,00474  	800,90544  	0,00400  	0,00409  
18,02478  	1327,82048  	1327,75450  	-244,98909  	25,90818  	0,04400  	0,00460  	18011,35537  	-0,16168  	0,06681  	0,31445  	0,31226  	2312235,22015  	8143825,20385  	-47,71761  	5315851,41190  	0,09629  	0,17379  	NaN  	NaN  	0,00385  	0,00325  	0,00395  	0,00473  	279,00483  	0,00398  	0,00409  
19,02642  	1327,82048  	1327,75450  	806,37437  	25,91776  	0,04434  	0,00470  	-15815,93170  	-0,09748  	0,06826  	0,31407  	0,31188  	197532369,77864  	2720386,47695  	-28,76897  	-4667896,50935  	0,09838  	0,00879  	NaN  	NaN  	0,00385  	0,00355  	0,00395  	0,00473  	-244,98909  	0,00398  	0,00409  
20,02720  	271,84506  	1327,75450  	271,84508  	25,92677  	0,05436  	0,00469  	-15815,93170  	0,06086  	0,06812  	0,31644  	0,31424  	5861538,95453  	295,23550  	17,96165  	-4667896,50935  	269,98213  	0,03751  	-Inf  	-Inf  	0,00385  	0,00428  	0,00394  	0,00474  	-244,98909  	0,00401  	0,00409  
21,02793  	-244,98909  	268,16912  	814,64078  	25,93200  	0,04727  	0,00459  	52581,56569  	0,06012  	0,06665  	0,31339  	0,31120  	480164,28620  	1180,81909  	17,74374  	15518864,87378  	11,26435  	0,18663  	-Inf  	-Inf  	0,00385  	0,00428  	0,00394  	0,00473  	814,50682  	0,00399  	0,00409  
22,02888  	818,33208  	-244,98909  	264,49933  	25,93623  	0,04981  	0,00455  	85706,53851  	0,05941  	0,06608  	0,31552  	0,31332  	219,22008  	122156,08612  	17,53331  	25295332,54600  	0,83392  	200,87289  	Inf  	-Inf  	0,00385  	0,00428  	0,00394  	0,00474  	1327,62170  	0,00400  	0,00409  
