01/24/2025 12:45:24Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,09319  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,09323  	-244,98909  	-244,98909  	-244,98909  	27,51513  	0,04925  	0,12049  	-15815,93170  	0,22798  	0,13221  	0,99519  	0,99250  	57093,53506  	0,00000  	67,28531  	-4667896,50935  	22,71684  	0,95290  	Inf  	-Inf  	0,00405  	0,00506  	0,00396  	0,00631  	-244,98909  	0,00400  	0,00417  
4,09289  	-244,98909  	-244,98909  	-244,98909  	27,51592  	0,05119  	0,13944  	-15815,93170  	0,26200  	0,13615  	1,15184  	1,14904  	58795,84969  	0,00000  	77,32611  	-4667896,50935  	23,39430  	0,99053  	Inf  	-Inf  	0,00406  	0,00522  	0,00396  	0,00668  	-244,98909  	0,00400  	0,00418  
5,09550  	-244,98909  	772,16915  	-244,98909  	27,51634  	0,04685  	0,14026  	49842,84301  	0,26490  	0,14231  	1,15866  	1,15586  	5937,47482  	2120,67632  	78,18183  	14710561,30634  	24,45289  	6,32972  	-Inf  	-Inf  	0,00405  	0,00523  	0,00397  	0,00669  	772,08326  	0,00399  	0,00419  
6,09656  	774,54089  	1327,75450  	774,54092  	27,51721  	0,05575  	0,14012  	85706,53851  	0,26411  	0,14418  	1,15750  	1,15470  	217612096,65380  	103506,99774  	77,94848  	25295332,54600  	2,32675  	0,01179  	-Inf  	-Inf  	0,00406  	0,00523  	0,00396  	0,00669  	1327,62170  	0,00402  	0,00419  
7,09633  	1327,82048  	305,45545  	1327,82053  	27,51663  	0,05073  	0,13999  	85706,53851  	0,26520  	0,14376  	1,15645  	1,15365  	74856373,66604  	6151251,72113  	78,27220  	25295332,54600  	0,20613  	0,03196  	-Inf  	-Inf  	0,00405  	0,00523  	0,00396  	0,00669  	1327,62170  	0,00400  	0,00419  
8,09697  	303,27793  	779,51048  	303,27795  	27,51721  	0,05077  	0,14014  	19573,87203  	0,26499  	0,14457  	1,15767  	1,15487  	1060034,89613  	165,93667  	78,20792  	5777010,84075  	295,89583  	0,20049  	-Inf  	-Inf  	0,00405  	0,00523  	0,00395  	0,00669  	303,20864  	0,00400  	0,00419  
9,09786  	-244,98909  	300,94528  	781,86324  	27,51802  	0,05257  	0,14024  	-15815,93170  	0,26408  	0,14406  	1,15847  	1,15566  	1043909,50427  	1125,16205  	77,93921  	-4667896,50935  	24,75255  	0,20759  	-Inf  	-Inf  	0,00405  	0,00523  	0,00395  	0,00669  	-244,98909  	0,00401  	0,00419  
10,09786  	-244,98909  	784,55161  	1327,82053  	27,51741  	0,04881  	0,14012  	50642,14558  	0,26425  	0,14463  	1,15746  	1,15466  	82085889,66963  	1180,19009  	77,98941  	14946466,57782  	24,85059  	0,01012  	-Inf  	-Inf  	0,00406  	0,00523  	0,00396  	0,00669  	784,46468  	0,00400  	0,00419  
11,09744  	786,76392  	296,04478  	296,06749  	27,51723  	0,05044  	0,13998  	85706,53851  	0,26470  	0,14371  	1,15637  	1,15357  	40257,71399  	4,27853  	78,12467  	25295332,54600  	2,15645  	3,69594  	NaN  	NaN  	0,00406  	0,00523  	0,00396  	0,00669  	1327,62170  	0,00400  	0,00419  
12,09790  	295,42828  	787,35980  	-244,98909  	27,51713  	0,04833  	0,14017  	85706,53851  	0,26529  	0,14382  	1,15790  	1,15510  	7325,51814  	314,87096  	78,29735  	25295332,54600  	342,36422  	5,61095  	NaN  	NaN  	0,00406  	0,00523  	0,00396  	0,00669  	1327,62170  	0,00399  	0,00419  
13,09789  	788,98466  	1327,75450  	788,98470  	27,51713  	0,04565  	0,14019  	85706,53851  	0,26522  	0,14429  	1,15810  	1,15530  	231870625,50702  	93611,47289  	78,27564  	25295332,54600  	2,13708  	0,00938  	-Inf  	-Inf  	0,00405  	0,00523  	0,00396  	0,00669  	1327,62170  	0,00399  	0,00419  
14,09766  	1327,82048  	1327,75450  	1327,82053  	27,51801  	0,05514  	0,13979  	85706,53851  	0,26378  	0,14502  	1,15478  	1,15198  	1666476374,04897  	431,84251  	77,85319  	25295332,54600  	0,20793  	0,00432  	-Inf  	-Inf  	0,00406  	0,00522  	0,00395  	0,00668  	1327,62170  	0,00402  	0,00419  
15,09792  	1327,82048  	1327,75450  	1327,82053  	27,51803  	0,04566  	0,13993  	85706,53851  	0,26517  	0,14432  	1,15596  	1,15316  	1658452370,62673  	357,59679  	78,26168  	25295332,54600  	0,20693  	0,00358  	-Inf  	-Inf  	0,00406  	0,00523  	0,00396  	0,00669  	1327,62170  	0,00399  	0,00419  
16,09945  	289,77246  	1327,75450  	1327,82053  	27,51719  	0,04970  	0,14010  	18702,11450  	0,26510  	0,14366  	1,15731  	1,15450  	332948819,82622  	0,01962  	78,24118  	5519721,29434  	382,26131  	0,00390  	-Inf  	-Inf  	0,00406  	0,00523  	0,00396  	0,00669  	289,70487  	0,00400  	0,00419  
17,09942  	-244,98909  	1327,75450  	1327,82053  	27,51739  	0,05151  	0,13974  	51284,58275  	0,26473  	0,14307  	1,15432  	1,15152  	344547156,68893  	0,15138  	78,13191  	15136074,77124  	24,58299  	0,00404  	-Inf  	-Inf  	0,00405  	0,00523  	0,00396  	0,00668  	794,41621  	0,00401  	0,00419  
18,10054  	798,10475  	1327,75450  	284,72666  	27,51786  	0,05110  	0,13964  	85706,53851  	0,26498  	0,14434  	1,15355  	1,15075  	40992117,36031  	219368,14476  	78,20552  	25295332,54600  	2,02679  	0,03405  	NaN  	NaN  	0,00406  	0,00523  	0,00395  	0,00668  	1327,62170  	0,00400  	0,00419  
19,10331  	1327,82048  	1327,75450  	-244,98909  	27,51860  	0,04941  	0,13968  	85706,53851  	0,26415  	0,14464  	1,15385  	1,15105  	5000184,40977  	9216179,76501  	77,96159  	25295332,54600  	0,20739  	0,19514  	NaN  	NaN  	0,00405  	0,00523  	0,00396  	0,00668  	1327,62170  	0,00400  	0,00419  
20,10345  	280,53500  	280,51295  	802,29642  	27,51892  	0,04830  	0,14045  	85706,53851  	0,26642  	0,14393  	1,16019  	1,15738  	968390,96823  	139,27137  	78,62979  	25295332,54600  	461,26033  	0,19072  	-Inf  	-Inf  	0,00405  	0,00524  	0,00395  	0,00670  	1327,62170  	0,00399  	0,00419  
21,10454  	807,53030  	-244,98909  	1327,82053  	27,51881  	0,04875  	0,14000  	85706,53851  	0,26495  	0,14387  	1,15646  	1,15366  	2984709,08416  	341754,00861  	78,19796  	25295332,54600  	1,91350  	0,19249  	NaN  	NaN  	0,00406  	0,00523  	0,00395  	0,00669  	1327,62170  	0,00400  	0,00419  
22,10551  	1327,82048  	-244,98909  	1327,82053  	27,51908  	0,04867  	0,13991  	85706,53851  	0,26418  	0,14412  	1,15577  	1,15296  	4984204,84933  	9079287,82829  	77,96844  	25295332,54600  	0,20665  	0,19218  	NaN  	NaN  	0,00406  	0,00523  	0,00396  	0,00669  	1327,62170  	0,00400  	0,00419  
23,10702  	271,54478  	-244,98909  	1327,82053  	27,51923  	0,05193  	0,13998  	17525,54555  	0,26564  	0,14474  	1,15637  	1,15357  	939372,66288  	423,54148  	78,40113  	5172470,04183  	558,37323  	0,20504  	NaN  	NaN  	0,00406  	0,00523  	0,00396  	0,00669  	271,47950  	0,00401  	0,00419  
24,10775  	-244,98909  	815,97625  	1327,82053  	27,51934  	0,04731  	0,14005  	52670,64374  	0,26583  	0,14427  	1,15695  	1,15415  	89939707,96544  	1077,62475  	78,45785  	15545155,27194  	24,79037  	0,00920  	-Inf  	-Inf  	0,00406  	0,00523  	0,00396  	0,00669  	815,88667  	0,00399  	0,00419  
25,10798  	-244,98909  	1327,75450  	1327,82053  	27,52003  	0,04901  	0,14043  	17051,63854  	0,26447  	0,14394  	1,16007  	1,15726  	346642317,34683  	0,14403  	78,05630  	5032601,65297  	24,73292  	0,00384  	-Inf  	-Inf  	0,00406  	0,00523  	0,00396  	0,00670  	264,13855  	0,00400  	0,00419  
