01/24/2025 12:32:43Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,05645  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,05745  	1327,82048  	1327,75450  	1327,82053  	26,97767  	0,04856  	-0,00374  	-15815,93170  	0,00308  	0,00356  	-0,03189  	-0,03383  	40899433,51813  	379,34428  	0,91046  	-4667896,50935  	0,00511  	0,00381  	-Inf  	-Inf  	0,00406  	0,00401  	0,00396  	0,00393  	-244,98909  	0,00400  	0,00400  
4,05951  	1327,82048  	1327,75450  	1327,82053  	26,97575  	0,04866  	-0,00163  	57082,37360  	0,00324  	0,00380  	-0,01443  	-0,01639  	43634513,69962  	380,08915  	0,95641  	16847228,31843  	0,00545  	0,00381  	-Inf  	-Inf  	0,00406  	0,00401  	0,00396  	0,00397  	884,22557  	0,00400  	0,00401  
5,06049  	306,64218  	1327,75450  	1327,82053  	26,97591  	0,05027  	0,01524  	19791,02946  	0,02106  	0,17321  	0,12504  	0,12298  	428085915,75415  	0,02353  	6,21515  	5841102,44348  	336,08264  	0,00394  	-Inf  	-Inf  	0,00405  	0,00410  	0,00395  	0,00429  	306,57246  	0,00400  	0,00423  
6,06102  	778,96894  	1327,75450  	303,86247  	27,07138  	0,04727  	0,05995  	-15815,93170  	0,05615  	0,55694  	0,49463  	0,49231  	166587956,66243  	168210,17996  	16,57160  	-4667896,50935  	8,77595  	0,02991  	NaN  	NaN  	0,00406  	0,00426  	0,00396  	0,00515  	-244,98909  	0,00399  	0,00474  
7,06103  	300,14671  	1327,75450  	782,68472  	27,44781  	0,05109  	0,19155  	-15815,93170  	0,30960  	0,68064  	1,58269  	1,57958  	384341311,59837  	184,48224  	91,37513  	-4667896,50935  	1480,87534  	0,01063  	-Inf  	-Inf  	0,00406  	0,00544  	0,00396  	0,00768  	-244,98909  	0,00400  	0,00490  
8,06124  	-244,98909  	298,32233  	1327,82053  	27,64289  	0,05381  	0,28852  	-15815,93170  	0,51039  	0,30246  	2,38446  	2,38077  	32097455,53431  	2460,13716  	150,63662  	-4667896,50935  	52,03783  	0,03455  	-Inf  	-Inf  	0,00406  	0,00637  	0,00395  	0,00954  	-244,98909  	0,00401  	0,00440  
9,06124  	786,77399  	786,73070  	296,05742  	27,63206  	0,04496  	0,29731  	-15815,93170  	0,50482  	0,21383  	2,45706  	2,45332  	4316162,28349  	82455,88470  	148,99209  	-4667896,50935  	3,20629  	0,17754  	NaN  	NaN  	0,00406  	0,00634  	0,00396  	0,00971  	-244,98909  	0,00398  	0,00428  
10,06303  	294,79916  	294,77651  	788,03227  	27,60681  	0,05152  	0,29724  	-15815,93170  	0,54439  	0,20655  	2,45653  	2,45279  	1467620,58711  	159,51717  	160,66974  	-4667896,50935  	496,92141  	0,20344  	-Inf  	-Inf  	0,00406  	0,00653  	0,00395  	0,00971  	-244,98909  	0,00401  	0,00427  
11,06267  	-244,98909  	-244,98909  	293,11045  	27,58769  	0,04196  	0,29691  	50973,03151  	0,95691  	0,21175  	2,45377  	2,45003  	241,43894  	1003,67994  	282,42202  	15044123,88438  	36,41047  	244,49069  	NaN  	NaN  	0,00406  	0,00844  	0,00396  	0,00970  	789,59019  	0,00397  	0,00428  
