01/24/2025 12:35:58Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,03165  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,03266  	1327,82048  	-244,98909  	1327,82053  	27,37634  	0,05161  	0,03873  	-15815,93170  	0,07885  	0,07516  	0,31925  	0,31706  	2599414,26117  	9621243,04564  	23,27230  	-4667896,50935  	0,10781  	0,20379  	NaN  	NaN  	0,00406  	0,00437  	0,00395  	0,00474  	-244,98909  	0,00401  	0,00410  
4,03287  	198,65961  	884,12441  	1327,82053  	27,37657  	0,04708  	0,05062  	57069,68839  	0,10010  	0,07934  	0,41756  	0,41529  	37913000,95108  	88,92791  	29,54285  	16843484,42115  	1197,88989  	0,00801  	-Inf  	-Inf  	0,00405  	0,00446  	0,00396  	0,00497  	884,02907  	0,00399  	0,00410  
5,03381  	-244,98909  	307,46895  	1327,82053  	27,37533  	0,04784  	0,05108  	85706,53851  	0,10188  	0,08523  	0,42129  	0,41902  	9370066,89354  	2177,47839  	30,06851  	25295332,54600  	14,62315  	0,02997  	-Inf  	-Inf  	0,00406  	0,00447  	0,00396  	0,00498  	1327,62170  	0,00399  	0,00411  
6,03489  	-244,98909  	776,68124  	1327,82053  	27,37420  	0,04910  	0,05111  	19756,50289  	0,10244  	0,08606  	0,42155  	0,41928  	47677140,67499  	1207,18973  	30,23471  	5830912,31217  	14,76600  	0,01034  	-Inf  	-Inf  	0,00406  	0,00448  	0,00396  	0,00498  	306,03764  	0,00400  	0,00411  
7,03514  	-244,98909  	1327,75450  	1327,82053  	27,37305  	0,05036  	0,05068  	50339,77215  	0,10218  	0,08603  	0,41806  	0,41579  	207066552,76824  	0,14837  	30,15740  	14857224,41938  	14,75952  	0,00395  	-Inf  	-Inf  	0,00405  	0,00447  	0,00396  	0,00497  	779,78083  	0,00400  	0,00411  
8,03510  	783,51951  	299,28905  	299,31190  	27,37163  	0,04687  	0,05102  	85706,53851  	0,10288  	0,08797  	0,42080  	0,41853  	26628,98068  	3,88346  	30,36404  	25295332,54600  	1,34673  	3,24598  	NaN  	NaN  	0,00406  	0,00448  	0,00396  	0,00498  	1327,62170  	0,00399  	0,00412  
9,03516  	298,47672  	784,31148  	-244,98909  	27,37042  	0,05136  	0,05082  	85706,53851  	0,10199  	0,08752  	0,41918  	0,41691  	4321,87713  	343,78802  	30,10009  	25295332,54600  	196,94502  	6,14491  	NaN  	NaN  	0,00406  	0,00447  	0,00396  	0,00498  	1327,62170  	0,00400  	0,00412  
10,03523  	785,41814  	1327,75450  	785,41817  	27,36941  	0,05331  	0,05079  	19195,31602  	0,10132  	0,08756  	0,41891  	0,41664  	138571766,28179  	106557,97296  	29,90256  	5665284,24245  	1,32546  	0,01103  	-Inf  	-Inf  	0,00406  	0,00447  	0,00395  	0,00498  	297,34470  	0,00401  	0,00412  
11,03741  	1327,82048  	1327,75450  	1327,82053  	27,36909  	0,04767  	0,05102  	50803,11325  	0,10266  	0,08731  	0,42085  	0,41858  	1003429987,99563  	373,03381  	30,29952  	14993974,39677  	0,12525  	0,00374  	-Inf  	-Inf  	0,00406  	0,00448  	0,00396  	0,00498  	786,95811  	0,00399  	0,00412  
