11/18/2024 16:00:36Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,03856  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,03992  	-244,98909  	1327,75450  	1327,82053  	26,64228  	0,04643  	0,01321  	-15815,93170  	0,20198  	0,19183  	1,76090  	1,75766  	460501286,56194  	0,13848  	59,61075  	-4667896,50935  	32,66279  	0,00364  	-Inf  	-Inf  	0,00389  	0,00494  	0,00395  	0,00809  	-244,98909  	0,00399  	0,00425  
4,04108  	883,77821  	199,03455  	1327,82053  	26,64341  	0,04309  	0,01356  	57044,28422  	0,22784  	0,19681  	1,97155  	1,96816  	43626000,99264  	395749,38912  	67,24451  	16835986,66278  	1,73748  	0,03647  	-Inf  	-Inf  	0,00389  	0,00506  	0,00395  	0,00858  	883,63555  	0,00398  	0,00426  
5,04063  	307,53483  	775,25376  	1327,82053  	26,64447  	0,04841  	0,01402  	85706,53851  	0,22938  	0,20355  	1,97661  	1,97322  	115792395,58017  	190,88725  	67,69980  	25295332,54600  	390,82227  	0,01022  	-Inf  	-Inf  	0,00389  	0,00506  	0,00394  	0,00859  	1327,62170  	0,00400  	0,00427  
6,04125  	-244,98909  	1327,75450  	1327,82053  	26,64562  	0,05047  	0,01405  	85706,53851  	0,22666  	0,20401  	1,97558  	1,97219  	489742887,64314  	0,15053  	66,89499  	25295332,54600  	34,73764  	0,00396  	-Inf  	-Inf  	0,00389  	0,00505  	0,00394  	0,00859  	1327,62170  	0,00400  	0,00427  
7,04360  	-244,98909  	1327,75450  	1327,82053  	26,64678  	0,04846  	0,01402  	85706,53851  	0,22530  	0,20351  	1,96980  	1,96642  	488549064,82207  	0,14453  	66,49522  	25295332,54600  	34,65323  	0,00380  	-Inf  	-Inf  	0,00389  	0,00505  	0,00395  	0,00858  	1327,62170  	0,00400  	0,00427  
8,04327  	781,67115  	1327,75450  	301,16026  	26,64686  	0,04437  	0,01411  	85706,53851  	0,22427  	0,20479  	1,98073  	1,97733  	60853802,51609  	161472,13872  	66,19075  	25295332,54600  	3,18345  	0,02828  	NaN  	NaN  	0,00389  	0,00504  	0,00395  	0,00860  	1327,62170  	0,00398  	0,00427  
9,04322  	1327,82048  	1327,75450  	785,54818  	26,64721  	0,04809  	0,01411  	19186,92437  	0,22496  	0,20486  	1,97321  	1,96982  	556735924,95381  	3079628,89749  	66,39481  	5662807,53908  	0,29457  	0,00995  	NaN  	NaN  	0,00389  	0,00504  	0,00395  	0,00858  	297,21471  	0,00399  	0,00427  
10,04479  	294,06222  	1327,75450  	294,06224  	26,64821  	0,04377  	0,01407  	50911,59471  	0,22064  	0,20421  	1,97395  	1,97056  	20892713,72083  	279,27201  	65,12001  	15025991,49404  	507,86952  	0,02843  	-Inf  	-Inf  	0,00389  	0,00502  	0,00394  	0,00859  	788,63852  	0,00398  	0,00427  
11,04489  	790,01905  	292,78978  	790,01908  	26,64900  	0,04716  	0,01406  	85706,53851  	0,22686  	0,20416  	1,97363  	1,97024  	4144320,76938  	89375,88222  	66,95401  	25295332,54600  	3,02069  	0,18622  	-Inf  	-Inf  	0,00389  	0,00505  	0,00395  	0,00859  	1327,62170  	0,00399  	0,00427  
12,04683  	1327,82048  	-244,98909  	291,53889  	26,64901  	0,04427  	0,01399  	85706,53851  	0,22662  	0,20312  	1,97172  	1,96833  	1105,57596  	2805050,41295  	66,88412  	25295332,54600  	0,29207  	253,16557  	Inf  	-Inf  	0,00389  	0,00505  	0,00395  	0,00858  	1327,62170  	0,00398  	0,00427  
13,04695  	1327,82048  	793,97676  	-244,98909  	26,65015  	0,04821  	0,01399  	18640,05649  	0,22369  	0,20312  	1,97087  	1,96748  	55102,36029  	5915623,29450  	66,01904  	5501405,56118  	0,29207  	5,24844  	NaN  	NaN  	0,00389  	0,00504  	0,00395  	0,00858  	288,74358  	0,00399  	0,00427  
14,04689  	1327,82048  	1327,75450  	796,95014  	26,65132  	0,04640  	0,01399  	-15815,93170  	0,22464  	0,20314  	1,97216  	1,96877  	571266387,10847  	2908894,10138  	66,29855  	-4667896,50935  	0,29210  	0,00938  	NaN  	NaN  	0,00389  	0,00504  	0,00395  	0,00858  	-244,98909  	0,00399  	0,00427  
15,04696  	1327,82048  	1327,75450  	283,57808  	26,65231  	0,04804  	0,01405  	51588,33131  	0,22535  	0,20391  	1,97519  	1,97179  	97337186,45760  	5923965,68542  	66,51056  	15225722,78150  	0,29321  	0,03211  	NaN  	NaN  	0,00389  	0,00505  	0,00395  	0,00859  	799,12135  	0,00399  	0,00427  
16,04694  	282,00752  	1327,75450  	-244,98909  	26,65300  	0,04840  	0,01403  	18200,89918  	0,22596  	0,20372  	1,97275  	1,96935  	1382969,90097  	422,70028  	66,69072  	5371793,16213  	644,85443  	0,19117  	NaN  	NaN  	0,00389  	0,00505  	0,00395  	0,00858  	281,94091  	0,00400  	0,00427  
17,04671  	-244,98909  	1327,75450  	801,76778  	26,65337  	0,04854  	0,01404  	51750,63329  	0,22815  	0,20385  	1,97904  	1,97565  	121415690,97164  	1153,02803  	67,33592  	15273624,40826  	34,71342  	0,00972  	-Inf  	-Inf  	0,00389  	0,00506  	0,00395  	0,00860  	801,63546  	0,00400  	0,00427  
18,04694  	-244,98909  	279,99272  	280,01476  	26,65368  	0,05095  	0,01406  	85706,53851  	0,22318  	0,20417  	1,96859  	1,96520  	13444,36516  	0,05072  	65,86780  	25295332,54600  	34,76771  	4,99407  	-Inf  	-Inf  	0,00389  	0,00504  	0,00395  	0,00857  	1327,62170  	0,00400  	0,00427  
19,04692  	-244,98909  	804,24029  	804,28434  	26,65526  	0,04900  	0,01407  	85706,53851  	0,22728  	0,20431  	1,97611  	1,97272  	20131586,06329  	0,09748  	67,07994  	25295332,54600  	34,79124  	0,03300  	-Inf  	-Inf  	0,00389  	0,00505  	0,00395  	0,00859  	1327,62170  	0,00400  	0,00427  
20,04693  	-244,98909  	1327,75450  	1327,82053  	26,65621  	0,04850  	0,01407  	85706,53851  	0,22712  	0,20430  	1,97541  	1,97202  	490444005,01610  	0,14464  	67,03118  	25295332,54600  	34,78985  	0,00380  	-Inf  	-Inf  	0,00389  	0,00505  	0,00395  	0,00859  	1327,62170  	0,00400  	0,00427  
21,04681  	807,32688  	1327,75450  	1327,82053  	26,65663  	0,04561  	0,01405  	85706,53851  	0,22756  	0,20396  	1,97391  	1,97051  	1407133495,97920  	13,30356  	67,16046  	25295332,54600  	2,72922  	0,00357  	-Inf  	-Inf  	0,00389  	0,00506  	0,00395  	0,00859  	1327,62170  	0,00399  	0,00427  
22,04681  	1327,82048  	274,43762  	1327,82053  	26,65689  	0,05338  	0,01404  	85706,53851  	0,22242  	0,20381  	1,97050  	1,96711  	93790213,88736  	6641412,57739  	65,64606  	25295332,54600  	0,29305  	0,03657  	-Inf  	-Inf  	0,00389  	0,00503  	0,00394  	0,00858  	1327,62170  	0,00401  	0,00427  
23,04678  	1327,82048  	809,90374  	1327,82053  	26,65885  	0,04441  	0,01409  	85706,53851  	0,22443  	0,20458  	1,97505  	1,97165  	598063420,72085  	2716529,41454  	66,23826  	25295332,54600  	0,29415  	0,00875  	-Inf  	-Inf  	0,00389  	0,00504  	0,00396  	0,00859  	1327,62170  	0,00398  	0,00427  
24,04660  	1327,82048  	271,81445  	1327,82053  	26,65978  	0,04879  	0,01405  	17544,35201  	0,22610  	0,20399  	1,97328  	1,96988  	92882082,58208  	6085723,42813  	66,72999  	5178020,55824  	0,29331  	0,03367  	-Inf  	-Inf  	0,00389  	0,00505  	0,00395  	0,00858  	271,77082  	0,00400  	0,00427  
25,04660  	1327,82048  	-244,98909  	1327,82053  	26,66105  	0,04804  	0,01407  	-15815,93170  	0,22581  	0,20420  	1,96989  	1,96650  	7066569,45336  	8924858,64878  	66,64630  	-4667896,50935  	0,29361  	0,18970  	NaN  	NaN  	0,00389  	0,00505  	0,00395  	0,00858  	-244,98909  	0,00399  	0,00427  
26,04634  	1327,82048  	-244,98909  	269,63422  	26,66432  	0,04500  	0,01401  	52488,38626  	0,22893  	0,20339  	1,97612  	1,97273  	1107,52383  	2735261,23719  	67,56611  	15491363,99909  	0,29244  	194,65621  	Inf  	-Inf  	0,00389  	0,00506  	0,00395  	0,00859  	813,06345  	0,00398  	0,00427  
27,04726  	268,37595  	-244,98909  	814,45547  	26,66774  	0,04869  	0,01407  	85706,53851  	0,22392  	0,20421  	1,96983  	1,96644  	13580,78930  	260,98234  	66,08838  	25295332,54600  	856,92622  	4,37064  	NaN  	NaN  	0,00389  	0,00504  	0,00394  	0,00858  	1327,62170  	0,00400  	0,00427  
28,04908  	-244,98909  	-244,98909  	266,50393  	26,67068  	0,04486  	0,01409  	85706,53851  	0,22278  	0,20457  	1,97307  	1,96968  	232,63935  	1035,87618  	65,75154  	25295332,54600  	34,84233  	185,95010  	NaN  	NaN  	0,00389  	0,00503  	0,00394  	0,00858  	1327,62170  	0,00398  	0,00427  
29,05099  	819,36776  	-244,98909  	819,36779  	26,67491  	0,04141  	0,01408  	17003,91981  	0,22335  	0,20446  	1,97071  	1,96732  	47578,91260  	215315,32419  	65,91780  	5018517,99846  	2,55472  	3,55429  	NaN  	NaN  	0,00389  	0,00504  	0,00394  	0,00858  	263,39937  	0,00397  	0,00427  
