11/18/2024 15:21:42Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,01720  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,01766  	1327,82048  	1327,75450  	1327,82053  	25,60116  	0,04357  	0,00028  	85706,53851  	-0,00425  	0,00408  	-0,03621  	-0,03815  	46927015,50123  	338,10215  	-1,25540  	25295332,54600  	0,00588  	0,00341  	-Inf  	-Inf  	0,00386  	0,00398  	0,00395  	0,00392  	1327,62170  	0,00398  	0,00401  
4,01717  	1327,82048  	199,62619  	1327,82053  	25,60094  	0,04561  	0,00026  	85706,53851  	-0,00477  	0,00373  	-0,03556  	-0,03750  	1260030,30871  	6046046,81246  	-1,40794  	25295332,54600  	0,00538  	0,03854  	-Inf  	-Inf  	0,00386  	0,00398  	0,00395  	0,00392  	1327,62170  	0,00399  	0,00400  
5,01716  	310,52725  	772,26146  	1327,82053  	25,60034  	0,04940  	0,00026  	85706,53851  	-0,00361  	0,00379  	-0,03414  	-0,03608  	2164398,10411  	200,46537  	-1,06405  	25295332,54600  	7,00718  	0,01050  	-Inf  	-Inf  	0,00386  	0,00398  	0,00395  	0,00392  	1327,62170  	0,00400  	0,00401  
6,01752  	-244,98909  	1327,75450  	1327,82053  	25,59904  	0,04461  	0,00025  	85706,53851  	-0,00445  	0,00369  	-0,03480  	-0,03674  	8816794,83369  	0,13544  	-1,31222  	25295332,54600  	0,62100  	0,00350  	-Inf  	-Inf  	0,00386  	0,00398  	0,00394  	0,00392  	1327,62170  	0,00398  	0,00400  
7,01876  	775,02464  	1327,75450  	1327,82053  	25,59818  	0,04782  	0,00024  	85706,53851  	-0,00271  	0,00351  	-0,03477  	-0,03671  	23219763,59018  	10,46382  	-0,80072  	25295332,54600  	0,05707  	0,00375  	-Inf  	-Inf  	0,00386  	0,00399  	0,00395  	0,00392  	1327,62170  	0,00399  	0,00400  
8,01842  	306,64218  	1327,75450  	1327,82053  	25,59791  	0,04573  	0,00024  	19791,02946  	-0,00458  	0,00351  	-0,03598  	-0,03792  	8711859,74424  	0,02107  	-1,35317  	5841102,44348  	6,98512  	0,00358  	-Inf  	-Inf  	0,00386  	0,00398  	0,00395  	0,00392  	306,57246  	0,00399  	0,00400  
9,01946  	-244,98909  	1327,75450  	304,30085  	25,59693  	0,05342  	0,00022  	-15815,93170  	-0,00344  	0,00314  	-0,03691  	-0,03885  	338932,68424  	2513,46312  	-1,01439  	-4667896,50935  	0,52940  	0,03376  	-Inf  	-Inf  	0,00386  	0,00398  	0,00396  	0,00392  	-244,98909  	0,00401  	0,00400  
10,02165  	-244,98909  	301,92895  	780,87953  	25,59613  	0,04548  	0,00027  	-15815,93170  	-0,00448  	0,00387  	-0,03515  	-0,03709  	27864,39484  	1001,52274  	-1,32178  	-4667896,50935  	0,65222  	0,17959  	-Inf  	-Inf  	0,00386  	0,00398  	0,00395  	0,00392  	-244,98909  	0,00399  	0,00401  
11,02261  	782,31199  	782,26889  	300,51942  	25,59617  	0,04742  	0,00022  	50494,79370  	-0,00288  	0,00317  	-0,03034  	-0,03229  	63880,93268  	80696,71618  	-0,84880  	14902977,30789  	0,04948  	0,18726  	NaN  	NaN  	0,00386  	0,00399  	0,00395  	0,00393  	782,18216  	0,00399  	0,00400  
