11/08/2024 11:25:29Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
3,29172  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
4,29529  	1327,82048  	-244,98909  	-244,98909  	23,05659  	0,04928  	0,02674  	85706,53851  	-0,00770  	0,05059  	0,02360  	0,07475  	104604,79502  	0,00000  	-2,27274  	25295332,54600  	0,07361  	0,95351  	Inf  	-Inf  	0,00406  	0,00418  	0,00396  	0,00451  	1327,62170  	0,00400  	0,00407  
5,29607  	1327,82048  	884,02609  	-244,98909  	23,05500  	0,05103  	0,02676  	85706,53851  	-0,01133  	0,05054  	0,02297  	0,07293  	42916,34999  	6686131,94672  	-3,34290  	25295332,54600  	0,07354  	2,52920  	NaN  	NaN  	0,00406  	0,00418  	0,00395  	0,00451  	1327,62170  	0,00400  	0,00407  
6,29618  	306,48296  	1327,75450  	-244,98909  	23,05397  	0,04396  	0,02670  	85706,53851  	-0,00935  	0,05089  	0,02311  	0,07285  	383426,81161  	467,90998  	-2,75845  	25295332,54600  	106,67267  	0,17363  	NaN  	NaN  	0,00406  	0,00418  	0,00396  	0,00451  	1327,62170  	0,00398  	0,00407  
7,29607  	780,40105  	302,40738  	780,40108  	23,05324  	0,04839  	0,02697  	85706,53851  	-0,00867  	0,05024  	0,02241  	0,07164  	1011823,42899  	78577,91555  	-2,55931  	25295332,54600  	0,80400  	0,19107  	-Inf  	-Inf  	0,00405  	0,00417  	0,00396  	0,00452  	1327,62170  	0,00400  	0,00407  
8,29939  	1327,82048  	782,75057  	1327,82053  	23,05338  	0,04670  	0,02703  	85706,53851  	-0,01005  	0,05048  	0,02370  	0,07552  	136432995,10055  	2954099,26341  	-2,96488  	25295332,54600  	0,07345  	0,00971  	-Inf  	-Inf  	0,00406  	0,00418  	0,00395  	0,00452  	1327,62170  	0,00399  	0,00407  
9,30112  	1327,82048  	1327,75450  	297,81399  	23,05432  	0,04026  	0,02669  	19221,18204  	-0,00973  	0,05007  	0,02389  	0,07301  	25369375,03067  	4812702,50540  	-2,87067  	5672918,31143  	0,07285  	0,02590  	NaN  	NaN  	0,00406  	0,00418  	0,00395  	0,00451  	297,74537  	0,00397  	0,00407  
10,30053  	1327,82048  	1327,75450  	788,36505  	23,05563  	0,04405  	0,02674  	50885,50748  	-0,00966  	0,05023  	0,02352  	0,07352  	138051880,45875  	2757155,37928  	-2,85143  	15018292,13688  	0,07309  	0,00906  	NaN  	NaN  	0,00406  	0,00418  	0,00395  	0,00451  	788,23442  	0,00398  	0,00407  
11,30310  	1327,82048  	1327,75450  	290,89634  	23,05456  	0,04708  	0,02643  	18774,65845  	-0,00812  	0,04998  	0,02386  	0,07121  	24635475,80268  	5665412,34030  	-2,39506  	5541131,83346  	0,07272  	0,03085  	NaN  	NaN  	0,00406  	0,00417  	0,00396  	0,00451  	290,82860  	0,00399  	0,00407  
12,30476  	1327,82048  	1327,75450  	-244,98909  	23,05365  	0,04557  	0,02659  	51365,37126  	-0,00909  	0,05013  	0,02496  	0,07208  	1738934,43555  	8317430,96405  	-2,68150  	15159918,60180  	0,07294  	0,17997  	NaN  	NaN  	0,00406  	0,00417  	0,00396  	0,00451  	795,66764  	0,00399  	0,00407  
